# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3500, i.e. number of multipoles equal to 3499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 1590       5.612072661433e-11       2.975042082239e-12      -8.676384091828e-14       0.000000000000e+00       1.274014135999e-15       2.058559809121e-16       4.257401789505e-17 
 1591       5.585048580960e-11       2.982269708286e-12      -1.487565237566e-13       0.000000000000e+00       1.271104239371e-15       2.035796947501e-16       4.262027496308e-17 
 1592       5.558577489736e-11       2.989141998656e-12      -2.112563409384e-13       0.000000000000e+00       1.268202776606e-15       2.012991614757e-16       4.266250545852e-17 
 1593       5.532659796089e-11       2.995657154544e-12      -2.742353120967e-13       0.000000000000e+00       1.265309721131e-15       1.990158246198e-16       4.270072348957e-17 
 1594       5.507295901797e-11       3.001813373267e-12      -3.376653106222e-13       0.000000000000e+00       1.262425046029e-15       1.967311349650e-16       4.273494329275e-17 
 1595       5.482486202077e-11       3.007608848268e-12      -4.015180634314e-13       0.000000000000e+00       1.259548724037e-15       1.944465505572e-16       4.276517923313e-17 
 1596       5.458231085568e-11       3.013041769112e-12      -4.657651507349e-13       0.000000000000e+00       1.256680727542e-15       1.921635367162e-16       4.279144580456e-17 
 1597       5.434530934319e-11       3.018110321477e-12      -5.303780058050e-13       0.000000000000e+00       1.253821028584e-15       1.898835660478e-16       4.281375762988e-17 
 1598       5.411386123769e-11       3.022812687157e-12      -5.953279147442e-13       0.000000000000e+00       1.250969598855e-15       1.876081184549e-16       4.283212946119e-17 
 1599       5.388797022737e-11       3.027147044055e-12      -6.605860162527e-13       0.000000000000e+00       1.248126409695e-15       1.853386811487e-16       4.284657618004e-17 
 1600       5.366763993405e-11       3.031111566181e-12      -7.261233013970e-13       0.000000000000e+00       1.245291432097e-15       1.830767486603e-16       4.285711279769e-17 
 1601       5.345287391302e-11       3.034704423648e-12      -7.919106133774e-13       0.000000000000e+00       1.242464636698e-15       1.808238228520e-16       4.286375445534e-17 
 1602       5.324367565290e-11       3.037923782670e-12      -8.579186472963e-13       0.000000000000e+00       1.239645993789e-15       1.785814129285e-16       4.286651642434e-17 
 1603       5.304004857550e-11       3.040767805557e-12      -9.241179499264e-13       0.000000000000e+00       1.236835473305e-15       1.763510354485e-16       4.286541410644e-17 
 1604       5.284199603564e-11       3.043234650711e-12      -9.904789194783e-13       0.000000000000e+00       1.234033044829e-15       1.741342143359e-16       4.286046303402e-17 
 1605       5.264952132106e-11       3.045322472627e-12      -1.056971805369e-12       0.000000000000e+00       1.231238677590e-15       1.719324808911e-16       4.285167887031e-17 
 1606       5.246262765219e-11       3.047029421884e-12      -1.123566707989e-12       0.000000000000e+00       1.228452340462e-15       1.697473738026e-16       4.283907740963e-17 
 1607       5.228131818207e-11       3.048353645145e-12      -1.190233578472e-12       0.000000000000e+00       1.225674001967e-15       1.675804391581e-16       4.282267457763e-17 
 1608       5.210559599616e-11       3.049293285152e-12      -1.256942218461e-12       0.000000000000e+00       1.222903630266e-15       1.654332304561e-16       4.280248643149e-17 
 1609       5.193546411219e-11       3.049846480727e-12      -1.323662279878e-12       0.000000000000e+00       1.220141193169e-15       1.633073086170e-16       4.277852916020e-17 
 1610       5.177091826948e-11       3.050011956781e-12      -1.390364354528e-12       0.000000000000e+00       1.217386659878e-15       1.612040608280e-16       4.275080967300e-17 
 1611       5.161192522540e-11       3.049790800245e-12      -1.457023254204e-12       0.000000000000e+00       1.214640006266e-15       1.591241552538e-16       4.271929727088e-17 
 1612       5.145844426141e-11       3.049184700275e-12      -1.523614759928e-12       0.000000000000e+00       1.211901209649e-15       1.570680813937e-16       4.268395171817e-17 
 1613       5.131043437518e-11       3.048195359718e-12      -1.590114534633e-12       0.000000000000e+00       1.209170247037e-15       1.550363308014e-16       4.264473263068e-17 
 1614       5.116785428015e-11       3.046824495136e-12      -1.656498122984e-12       0.000000000000e+00       1.206447095130e-15       1.530293970882e-16       4.260159947554e-17 
 1615       5.103066240505e-11       3.045073836833e-12      -1.722740951194e-12       0.000000000000e+00       1.203731730322e-15       1.510477759257e-16       4.255451157095e-17 
 1616       5.089881689338e-11       3.042945128875e-12      -1.788818326849e-12       0.000000000000e+00       1.201024128697e-15       1.490919650490e-16       4.250342808600e-17 
 1617       5.077227560295e-11       3.040440129117e-12      -1.854705438716e-12       0.000000000000e+00       1.198324266032e-15       1.471624642596e-16       4.244830804046e-17 
 1618       5.065099610543e-11       3.037560609225e-12      -1.920377356572e-12       0.000000000000e+00       1.195632117792e-15       1.452597754283e-16       4.238911030459e-17 
 1619       5.053493568578e-11       3.034308354701e-12      -1.985809031015e-12       0.000000000000e+00       1.192947659133e-15       1.433844024984e-16       4.232579359891e-17 
 1620       5.042405134187e-11       3.030685164906e-12      -2.050975293286e-12       0.000000000000e+00       1.190270864898e-15       1.415368514883e-16       4.225831649402e-17 
 1621       5.031829978391e-11       3.026692853085e-12      -2.115850855087e-12       0.000000000000e+00       1.187601709620e-15       1.397176304950e-16       4.218663741038e-17 
 1622       5.021763743402e-11       3.022333246391e-12      -2.180410308397e-12       0.000000000000e+00       1.184940167520e-15       1.379272496965e-16       4.211071461811e-17 
 1623       5.012202042572e-11       3.017608185908e-12      -2.244628125295e-12       0.000000000000e+00       1.182286212505e-15       1.361662213552e-16       4.203050623679e-17 
 1624       5.003140460346e-11       3.012519526675e-12      -2.308478657775e-12       0.000000000000e+00       1.179639818170e-15       1.344350598207e-16       4.194597023525e-17 
 1625       4.994574552214e-11       3.007069137710e-12      -2.371936137566e-12       0.000000000000e+00       1.177000957795e-15       1.327342815329e-16       4.185706443138e-17 
 1626       4.986499844659e-11       3.001258902036e-12      -2.434974675947e-12       0.000000000000e+00       1.174369604345e-15       1.310644050248e-16       4.176374649189e-17 
 1627       4.978911835116e-11       2.995090716701e-12      -2.497568263572e-12       0.000000000000e+00       1.171745730470e-15       1.294259509256e-16       4.166597393216e-17 
 1628       4.971805991915e-11       2.988566492806e-12      -2.559690770283e-12       0.000000000000e+00       1.169129308505e-15       1.278194419636e-16       4.156370411598e-17 
 1629       4.965177754240e-11       2.981688155526e-12      -2.621315944930e-12       0.000000000000e+00       1.166520310468e-15       1.262454029693e-16       4.145689425539e-17 
 1630       4.959022532075e-11       2.974457644135e-12      -2.682417415190e-12       0.000000000000e+00       1.163918708059e-15       1.247043608782e-16       4.134550141044e-17 
 1631       4.953335706161e-11       2.966876912030e-12      -2.742968687385e-12       0.000000000000e+00       1.161324472663e-15       1.231968447340e-16       4.122948248903e-17 
 1632       4.948112627942e-11       2.958947926756e-12      -2.802943146301e-12       0.000000000000e+00       1.158737575343e-15       1.217233856913e-16       4.110879424666e-17 
 1633       4.943348619522e-11       2.950672670028e-12      -2.862314055005e-12       0.000000000000e+00       1.156157986847e-15       1.202845170189e-16       4.098339328623e-17 
 1634       4.939038574816e-11       2.942053548689e-12      -2.921056358643e-12       0.000000000000e+00       1.153585679167e-15       1.188804446545e-16       4.085325828599e-17 
 1635       4.935175759211e-11       2.933094631558e-12      -2.979152113860e-12       0.000000000000e+00       1.151020630250e-15       1.175100556383e-16       4.071845690121e-17 
 1636       4.931752999065e-11       2.923800423705e-12      -3.036585107627e-12       0.000000000000e+00       1.148462819332e-15       1.161719008075e-16       4.057907946108e-17 
 1637       4.928763079458e-11       2.914175456563e-12      -3.093339057581e-12       0.000000000000e+00       1.145912225374e-15       1.148645234268e-16       4.043521679575e-17 
 1638       4.926198744129e-11       2.904224287972e-12      -3.149397611917e-12       0.000000000000e+00       1.143368827059e-15       1.135864591764e-16       4.028696023714e-17 
 1639       4.924052695408e-11       2.893951502220e-12      -3.204744349295e-12       0.000000000000e+00       1.140832602796e-15       1.123362361404e-16       4.013440161968e-17 
 1640       4.922317594152e-11       2.883361710088e-12      -3.259362778733e-12       0.000000000000e+00       1.138303530716e-15       1.111123747949e-16       3.997763328121e-17 
 1641       4.920986059674e-11       2.872459548887e-12      -3.313236339513e-12       0.000000000000e+00       1.135781588673e-15       1.099133879960e-16       3.981674806365e-17 
 1642       4.920050669685e-11       2.861249682508e-12      -3.366348401073e-12       0.000000000000e+00       1.133266754244e-15       1.087377809682e-16       3.965183931389e-17 
 1643       4.919503960218e-11       2.849736801458e-12      -3.418682262913e-12       0.000000000000e+00       1.130759004726e-15       1.075840512926e-16       3.948300088454e-17 
 1644       4.919338425568e-11       2.837925622904e-12      -3.470221154490e-12       0.000000000000e+00       1.128258317139e-15       1.064506888949e-16       3.931032713473e-17 
 1645       4.919546518224e-11       2.825820890719e-12      -3.520948235121e-12       0.000000000000e+00       1.125764668222e-15       1.053361760336e-16       3.913391293091e-17 
 1646       4.920120648806e-11       2.813427375519e-12      -3.570846593879e-12       0.000000000000e+00       1.123278034435e-15       1.042389872885e-16       3.895385364764e-17 
 1647       4.921053185990e-11       2.800749874709e-12      -3.619899249497e-12       0.000000000000e+00       1.120798391956e-15       1.031575895483e-16       3.877024516838e-17 
 1648       4.922336456452e-11       2.787793212525e-12      -3.668089150262e-12       0.000000000000e+00       1.118325716685e-15       1.020904419994e-16       3.858318388631e-17 
 1649       4.923962744795e-11       2.774562240074e-12      -3.715399173918e-12       0.000000000000e+00       1.115859984238e-15       1.010359961136e-16       3.839276670507e-17 
 1650       4.925924293486e-11       2.761061835380e-12      -3.761812127565e-12       0.000000000000e+00       1.113401169950e-15       9.999269563640e-17       3.819909103963e-17 
 1651       4.928213302788e-11       2.747296903423e-12      -3.807310747558e-12       0.000000000000e+00       1.110949248872e-15       9.895897657550e-17       3.800225481701e-17 
 1652       4.930821930696e-11       2.733272376184e-12      -3.851877699408e-12       0.000000000000e+00       1.108504195773e-15       9.793326718853e-17       3.780235647711e-17 
 1653       4.933742292866e-11       2.718993212686e-12      -3.895495577678e-12       0.000000000000e+00       1.106065985139e-15       9.691398797148e-17       3.759949497352e-17 
 1654       4.936966462556e-11       2.704464399037e-12      -3.938146905885e-12       0.000000000000e+00       1.103634591170e-15       9.589955164679e-17       3.739376977427e-17 
 1655       4.940486470552e-11       2.689690948471e-12      -3.979814136401e-12       0.000000000000e+00       1.101209987783e-15       9.488836315161e-17       3.718528086267e-17 
 1656       4.944294305109e-11       2.674677901394e-12      -4.020479650349e-12       0.000000000000e+00       1.098792148608e-15       9.387881962587e-17       3.697412873808e-17 
 1657       4.948381911877e-11       2.659430325421e-12      -4.060125757503e-12       0.000000000000e+00       1.096381046992e-15       9.286931040057e-17       3.676041441670e-17 
 1658       4.952741166457e-11       2.643953473333e-12      -4.098736752506e-12       0.000000000000e+00       1.093976657422e-15       9.185858302086e-17       3.654423223780e-17 
 1659       4.957363791904e-11       2.628253258362e-12      -4.136305103549e-12       0.000000000000e+00       1.091578959835e-15       9.084684487153e-17       3.632564821138e-17 
 1660       4.962241440361e-11       2.612335783185e-12      -4.172825318099e-12       0.000000000000e+00       1.089187935348e-15       8.983467124895e-17       3.610472148100e-17 
 1661       4.967365720311e-11       2.596207182438e-12      -4.208291891531e-12       0.000000000000e+00       1.086803564830e-15       8.882264021248e-17       3.588151150156e-17 
 1662       4.972728196507e-11       2.579873622773e-12      -4.242699307115e-12       0.000000000000e+00       1.084425828905e-15       8.781133258863e-17       3.565607803970e-17 
 1663       4.978320389911e-11       2.563341302899e-12      -4.276042036008e-12       0.000000000000e+00       1.082054707948e-15       8.680133197521e-17       3.542848117435e-17 
 1664       4.984133777619e-11       2.546616453640e-12      -4.308314537240e-12       0.000000000000e+00       1.079690182088e-15       8.579322474548e-17       3.519878129714e-17 
 1665       4.990159792797e-11       2.529705337976e-12      -4.339511257706e-12       0.000000000000e+00       1.077332231205e-15       8.478760005229e-17       3.496703911297e-17 
 1666       4.996389824615e-11       2.512614251100e-12      -4.369626632152e-12       0.000000000000e+00       1.074980834929e-15       8.378504983223e-17       3.473331564040e-17 
 1667       5.002815218178e-11       2.495349520460e-12      -4.398655083168e-12       0.000000000000e+00       1.072635972642e-15       8.278616880978e-17       3.449767221218e-17 
 1668       5.009427274457e-11       2.477917505813e-12      -4.426591021174e-12       0.000000000000e+00       1.070297623476e-15       8.179155450147e-17       3.426017047574e-17 
 1669       5.016217250225e-11       2.460324599274e-12      -4.453428844412e-12       0.000000000000e+00       1.067965766314e-15       8.080180722000e-17       3.402087239364e-17 
 1670       5.023176357986e-11       2.442577225364e-12      -4.479162938933e-12       0.000000000000e+00       1.065640379786e-15       7.981753007841e-17       3.377984024404e-17 
 1671       5.030295765911e-11       2.424681841059e-12      -4.503787678585e-12       0.000000000000e+00       1.063321442272e-15       7.883932899422e-17       3.353713662123e-17 
 1672       5.037566597768e-11       2.406644935839e-12      -4.527297425008e-12       0.000000000000e+00       1.061008931901e-15       7.786781269358e-17       3.329282443607e-17 
 1673       5.044979932854e-11       2.388473031742e-12      -4.549686527616e-12       0.000000000000e+00       1.058702826550e-15       7.690359271543e-17       3.304696691650e-17 
 1674       5.052526805932e-11       2.370172683404e-12      -4.570949323590e-12       0.000000000000e+00       1.056403103842e-15       7.594728341561e-17       3.279962760797e-17 
 1675       5.060198207157e-11       2.351750478119e-12      -4.591080137868e-12       0.000000000000e+00       1.054109741149e-15       7.499950197105e-17       3.255087037397e-17 
 1676       5.067985082016e-11       2.333213035880e-12      -4.610073283132e-12       0.000000000000e+00       1.051822715588e-15       7.406086838391e-17       3.230075939651e-17 
 1677       5.075878331253e-11       2.314567009432e-12      -4.627923059798e-12       0.000000000000e+00       1.049542004022e-15       7.313200548571e-17       3.204935917657e-17 
 1678       5.083868810806e-11       2.295819084321e-12      -4.644623756004e-12       0.000000000000e+00       1.047267583062e-15       7.221353894147e-17       3.179673453458e-17 
 1679       5.091947331741e-11       2.276975978943e-12      -4.660169647602e-12       0.000000000000e+00       1.044999429060e-15       7.130609725390e-17       3.154295061093e-17 
 1680       5.100104660180e-11       2.258044444594e-12      -4.674554998147e-12       0.000000000000e+00       1.042737518117e-15       7.041031176752e-17       3.128807286644e-17 
 1681       5.108331517236e-11       2.239031265516e-12      -4.687774058881e-12       0.000000000000e+00       1.040481826076e-15       6.952681667280e-17       3.103216708283e-17 
 1682       5.116618886157e-11       2.219943151634e-12      -4.699822906620e-12       0.000000000000e+00       1.038232329764e-15       6.865627297234e-17       3.077528351536e-17 
 1683       5.124958936815e-11       2.200786415632e-12      -4.710704974905e-12       0.000000000000e+00       1.035989010724e-15       6.779944059904e-17       3.051740919908e-17 
 1684       5.133344109124e-11       2.181567293163e-12      -4.720425570938e-12       0.000000000000e+00       1.033751851516e-15       6.695710693348e-17       3.025851522867e-17 
 1685       5.141766806503e-11       2.162292049957e-12      -4.728990042128e-12       0.000000000000e+00       1.031520834479e-15       6.613006290405e-17       2.999857256845e-17 
 1686       5.150219395824e-11       2.142966981867e-12      -4.736403776154e-12       0.000000000000e+00       1.029295941725e-15       6.531910299209e-17       2.973755205216e-17 
 1687       5.158694207357e-11       2.123598414910e-12      -4.742672201039e-12       0.000000000000e+00       1.027077155148e-15       6.452502523705e-17       2.947542438281e-17 
 1688       5.167183534713e-11       2.104192705315e-12      -4.747800785208e-12       0.000000000000e+00       1.024864456414e-15       6.374863124168e-17       2.921216013244e-17 
 1689       5.175679634795e-11       2.084756239567e-12      -4.751795037563e-12       0.000000000000e+00       1.022657826970e-15       6.299072617716e-17       2.894772974197e-17 
 1690       5.184174727736e-11       2.065295434452e-12      -4.754660507546e-12       0.000000000000e+00       1.020457248033e-15       6.225211878829e-17       2.868210352099e-17 
 1691       5.192660996852e-11       2.045816737100e-12      -4.756402785206e-12       0.000000000000e+00       1.018262700601e-15       6.153362139861e-17       2.841525164756e-17 
 1692       5.201130588584e-11       2.026326625031e-12      -4.757027501269e-12       0.000000000000e+00       1.016074165443e-15       6.083604991565e-17       2.814714416805e-17 
 1693       5.209575612443e-11       2.006831606200e-12      -4.756540327201e-12       0.000000000000e+00       1.013891623104e-15       6.016022383599e-17       2.787775099691e-17 
 1694       5.217988140956e-11       1.987338219043e-12      -4.754946975279e-12       0.000000000000e+00       1.011715053902e-15       5.950696625050e-17       2.760704191650e-17 
 1695       5.226360209614e-11       1.967853032517e-12      -4.752253198655e-12       0.000000000000e+00       1.009544437931e-15       5.887710384947e-17       2.733498657690e-17 
 1696       5.234683816814e-11       1.948382646151e-12      -4.748464791425e-12       0.000000000000e+00       1.007379755055e-15       5.827146692780e-17       2.706155449570e-17 
 1697       5.242950923809e-11       1.928933690085e-12      -4.743587588697e-12       0.000000000000e+00       1.005220984914e-15       5.769088939010e-17       2.678671505784e-17 
 1698       5.251153454646e-11       1.909512825121e-12      -4.737627466654e-12       0.000000000000e+00       1.003068106918e-15       5.713620875595e-17       2.651043751539e-17 
 1699       5.259283296122e-11       1.890126742759e-12      -4.730590342627e-12       0.000000000000e+00       1.000921100250e-15       5.660826616497e-17       2.623269098737e-17 
 1700       5.267332297719e-11       1.870782165252e-12      -4.722482175155e-12       0.000000000000e+00       9.987799438645e-16       5.610790638206e-17       2.595344445956e-17 
 1701       5.275292271559e-11       1.851485845643e-12      -4.713308964059e-12       0.000000000000e+00       9.966446164868e-16       5.563597780250e-17       2.567266678430e-17 
 1702       5.283154992342e-11       1.832244567812e-12      -4.703076750505e-12       0.000000000000e+00       9.945150966133e-16       5.519333245717e-17       2.539032668032e-17 
 1703       5.290912197296e-11       1.813065146522e-12      -4.691791617073e-12       0.000000000000e+00       9.923913625106e-16       5.478082601766e-17       2.510639273250e-17 
 1704       5.298555586121e-11       1.793954427463e-12      -4.679459687821e-12       0.000000000000e+00       9.902733922153e-16       5.439931780149e-17       2.482083339176e-17 
 1705       5.306076820937e-11       1.774919287296e-12      -4.666087128357e-12       0.000000000000e+00       9.881611635332e-16       5.404967077722e-17       2.453361697478e-17 
 1706       5.313468062654e-11       1.755966307931e-12      -4.651681389651e-12       0.000000000000e+00       9.860546552253e-16       5.373239509609e-17       2.424472612727e-17 
 1707       5.320723585248e-11       1.737100796210e-12      -4.636254951022e-12       0.000000000000e+00       9.839538505756e-16       5.344657533327e-17       2.395420134965e-17 
 1708       5.327838175223e-11       1.718327755908e-12      -4.619821609383e-12       0.000000000000e+00       9.818587338527e-16       5.319093405638e-17       2.366209784428e-17 
 1709       5.334806596411e-11       1.699652212761e-12      -4.602395238535e-12       0.000000000000e+00       9.797692891267e-16       5.296418745446e-17       2.336847108632e-17 
 1710       5.341623589931e-11       1.681079214508e-12      -4.583989789273e-12       0.000000000000e+00       9.776855002684e-16       5.276504532844e-17       2.307337682415e-17 
 1711       5.348283874164e-11       1.662613830911e-12      -4.564619289514e-12       0.000000000000e+00       9.756073509492e-16       5.259221108163e-17       2.277687107977e-17 
 1712       5.354782144720e-11       1.644261153795e-12      -4.544297844412e-12       0.000000000000e+00       9.735348246404e-16       5.244438171018e-17       2.247901014921e-17 
 1713       5.361113074400e-11       1.626026297077e-12      -4.523039636474e-12       0.000000000000e+00       9.714679046136e-16       5.232024779353e-17       2.217985060291e-17 
 1714       5.367271313171e-11       1.607914396793e-12      -4.500858925680e-12       0.000000000000e+00       9.694065739393e-16       5.221849348495e-17       2.187944928618e-17 
 1715       5.373251488128e-11       1.589930611138e-12      -4.477770049605e-12       0.000000000000e+00       9.673508154872e-16       5.213779650194e-17       2.157786331952e-17 
 1716       5.379048203466e-11       1.572080120486e-12      -4.453787423531e-12       0.000000000000e+00       9.653006119260e-16       5.207682811677e-17       2.127515009912e-17 
 1717       5.384656040445e-11       1.554368127434e-12      -4.428925540570e-12       0.000000000000e+00       9.632559457222e-16       5.203425314690e-17       2.097136729719e-17 
 1718       5.390069557356e-11       1.536799856820e-12      -4.403198971780e-12       0.000000000000e+00       9.612167991407e-16       5.200872994550e-17       2.066657286239e-17 
 1719       5.395283289495e-11       1.519380555768e-12      -4.376622366284e-12       0.000000000000e+00       9.591831542436e-16       5.199891039189e-17       2.036082502026e-17 
 1720       5.400291749124e-11       1.502115493706e-12      -4.349210451391e-12       0.000000000000e+00       9.571549928905e-16       5.200343988203e-17       2.005418227358e-17 
 1721       5.405089425442e-11       1.485009962409e-12      -4.320978032707e-12       0.000000000000e+00       9.551322967377e-16       5.202095731900e-17       1.974670340280e-17 
 1722       5.409670784553e-11       1.468069276022e-12      -4.291939994263e-12       0.000000000000e+00       9.531150472381e-16       5.205009510347e-17       1.943844746645e-17 
 1723       5.414030269431e-11       1.451298771095e-12      -4.262111298626e-12       0.000000000000e+00       9.511032256406e-16       5.208947912415e-17       1.912947380152e-17 
 1724       5.418162299891e-11       1.434703806614e-12      -4.231506987020e-12       0.000000000000e+00       9.490968129898e-16       5.213772874830e-17       1.881984202388e-17 
 1725       5.422061272555e-11       1.418289764032e-12      -4.200142179446e-12       0.000000000000e+00       9.470957901258e-16       5.219345681222e-17       1.850961202869e-17 
 1726       5.425721560819e-11       1.402062047300e-12      -4.168032074796e-12       0.000000000000e+00       9.451001376837e-16       5.225526961164e-17       1.819884399081e-17 
 1727       5.429137514823e-11       1.386026082899e-12      -4.135191950976e-12       0.000000000000e+00       9.431098360932e-16       5.232176689230e-17       1.788759836518e-17 
 1728       5.432303461415e-11       1.370187319871e-12      -4.101637165020e-12       0.000000000000e+00       9.411248655783e-16       5.239154184035e-17       1.757593588722e-17 
 1729       5.435213704123e-11       1.354551229850e-12      -4.067383153215e-12       0.000000000000e+00       9.391452061568e-16       5.246318107285e-17       1.726391757329e-17 
 1730       5.437863145684e-11       1.339122853020e-12      -4.032445873122e-12       0.000000000000e+00       9.371708386027e-16       5.253551069199e-17       1.695160641779e-17 
 1731       5.440249161468e-11       1.323905431728e-12      -3.996843133528e-12       0.000000000000e+00       9.352017473411e-16       5.260833674248e-17       1.663907249960e-17 
 1732       5.442369741837e-11       1.308901765374e-12      -3.960593275981e-12       0.000000000000e+00       9.332379175771e-16       5.268171099781e-17       1.632638791966e-17 
 1733       5.444222871008e-11       1.294114663455e-12      -3.923714734037e-12       0.000000000000e+00       9.312793343348e-16       5.275568546527e-17       1.601362510862e-17 
 1734       5.445806527050e-11       1.279546945572e-12      -3.886226033399e-12       0.000000000000e+00       9.293259824573e-16       5.283031238632e-17       1.570085682726e-17 
 1735       5.447118681873e-11       1.265201441448e-12      -3.848145792046e-12       0.000000000000e+00       9.273778466061e-16       5.290564423690e-17       1.538815616702e-17 
 1736       5.448157301223e-11       1.251080990936e-12      -3.809492720375e-12       0.000000000000e+00       9.254349112611e-16       5.298173372775e-17       1.507559655047e-17 
 1737       5.448920344670e-11       1.237188444037e-12      -3.770285621337e-12       0.000000000000e+00       9.234971607199e-16       5.305863380477e-17       1.476325173173e-17 
 1738       5.449405765610e-11       1.223526660911e-12      -3.730543390568e-12       0.000000000000e+00       9.215645790977e-16       5.313639764937e-17       1.445119579699e-17 
 1739       5.449611511247e-11       1.210098511891e-12      -3.690285016531e-12       0.000000000000e+00       9.196371503270e-16       5.321507867877e-17       1.413950316497e-17 
 1740       5.449535522593e-11       1.196906877492e-12      -3.649529580647e-12       0.000000000000e+00       9.177148581571e-16       5.329473054632e-17       1.382824858739e-17 
 1741       5.449175734456e-11       1.183954648431e-12      -3.608296257436e-12       0.000000000000e+00       9.157976861540e-16       5.337540714191e-17       1.351750714943e-17 
 1742       5.448530075438e-11       1.171244725636e-12      -3.566604314649e-12       0.000000000000e+00       9.138856176998e-16       5.345716259223e-17       1.320735427024e-17 
 1743       5.447596467920e-11       1.158780020257e-12      -3.524473113406e-12       0.000000000000e+00       9.119786359926e-16       5.354005126113e-17       1.289786570337e-17 
 1744       5.446372828063e-11       1.146563453686e-12      -3.481922108330e-12       0.000000000000e+00       9.100767240459e-16       5.362412774997e-17       1.258911753727e-17 
 1745       5.444857065795e-11       1.134597957562e-12      -3.438970847689e-12       0.000000000000e+00       9.081798646888e-16       5.370944689793e-17       1.228118619574e-17 
 1746       5.443047084804e-11       1.122886473791e-12      -3.395638973522e-12       0.000000000000e+00       9.062880405651e-16       5.379606378236e-17       1.197414843844e-17 
 1747       5.440940782534e-11       1.111431954554e-12      -3.351946221786e-12       0.000000000000e+00       9.044012341331e-16       5.388403371912e-17       1.166808136131e-17 
 1748       5.438536050175e-11       1.100237362325e-12      -3.307912422483e-12       0.000000000000e+00       9.025194276656e-16       5.397341226290e-17       1.136306239709e-17 
 1749       5.435830772654e-11       1.089305669878e-12      -3.263557499802e-12       0.000000000000e+00       9.006426032492e-16       5.406425520756e-17       1.105916931577e-17 
 1750       5.432822828633e-11       1.078639860307e-12      -3.218901472253e-12       0.000000000000e+00       8.987707427842e-16       5.415661858646e-17       1.075648022507e-17 
 1751       5.429510090496e-11       1.068242927033e-12      -3.173964452802e-12       0.000000000000e+00       8.969038279841e-16       5.425055867281e-17       1.045507357090e-17 
 1752       5.425890424346e-11       1.058117873820e-12      -3.128766649008e-12       0.000000000000e+00       8.950418403753e-16       5.434613197999e-17       1.015502813783e-17 
 1753       5.421961689993e-11       1.048267714791e-12      -3.083328363161e-12       0.000000000000e+00       8.931847612971e-16       5.444339526189e-17       9.856423049608e-18 
 1754       5.417722304379e-11       1.038695001823e-12      -3.037669620846e-12       0.000000000000e+00       8.913325729854e-16       5.454252129555e-17       9.559320989499e-18 
 1755       5.413172936982e-11       1.029400402423e-12      -2.991809052985e-12       0.000000000000e+00       8.894852618368e-16       5.464414728451e-17       9.263717707530e-18 
 1756       5.408314828542e-11       1.020384110016e-12      -2.945765004739e-12       0.000000000000e+00       8.876428151714e-16       5.474902936262e-17       8.969592092986e-18 
 1757       5.403149228923e-11       1.011646315479e-12      -2.899555906357e-12       0.000000000000e+00       8.858052201502e-16       5.485792708042e-17       8.676922916068e-18 
 1758       5.397677397139e-11       1.003187207131e-12      -2.853200273292e-12       0.000000000000e+00       8.839724637753e-16       5.497160340993e-17       8.385688827708e-18 
 1759       5.391900601360e-11       9.950069707286e-13      -2.806716706326e-12       0.000000000000e+00       8.821445328888e-16       5.509082474955e-17       8.095868359391e-18 
 1760       5.385820118929e-11       9.871057894642e-13      -2.760123891690e-12       0.000000000000e+00       8.803214141735e-16       5.521636092891e-17       7.807439922969e-18 
 1761       5.379437236379e-11       9.794838439562e-13      -2.713440601186e-12       0.000000000000e+00       8.785030941518e-16       5.534898521368e-17       7.520381810485e-18 
 1762       5.372753249443e-11       9.721413122462e-13      -2.666685692309e-12       0.000000000000e+00       8.766895591857e-16       5.548947431045e-17       7.234672193983e-18 
 1763       5.365769463073e-11       9.650783697931e-13      -2.619878108368e-12       0.000000000000e+00       8.748807954767e-16       5.563860837157e-17       6.950289125338e-18 
 1764       5.358487191454e-11       9.582951894678e-13      -2.573036878607e-12       0.000000000000e+00       8.730767890654e-16       5.579717099998e-17       6.667210536064e-18 
 1765       5.350907758016e-11       9.517919415478e-13      -2.526181118329e-12       0.000000000000e+00       8.712775258308e-16       5.596594925411e-17       6.385414237136e-18 
 1766       5.343032495449e-11       9.455687937122e-13      -2.479330029015e-12       0.000000000000e+00       8.694829914908e-16       5.614573365266e-17       6.104877918811e-18 
 1767       5.334862745720e-11       9.396259110359e-13      -2.432502898446e-12       0.000000000000e+00       8.676931716013e-16       5.633731817951e-17       5.825579150443e-18 
 1768       5.326399860086e-11       9.339634559850e-13      -2.385719100825e-12       0.000000000000e+00       8.659080515561e-16       5.654150028850e-17       5.547495380302e-18 
 1769       5.317645199109e-11       9.285815884108e-13      -2.338998096900e-12       0.000000000000e+00       8.641276165866e-16       5.675908090837e-17       5.270603935394e-18 
