# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3500, i.e. number of multipoles equal to 3499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 1078       1.567115466270e-10       3.457051026751e-12      -1.149699845928e-11       0.000000000000e+00       5.198491102730e-15       1.704019705072e-16       1.575284547542e-16 
 1079       1.571619814073e-10       3.415119401922e-12      -1.147396848851e-11       0.000000000000e+00       5.181120775346e-15       1.647682587437e-16       1.558359583494e-16 
 1080       1.576090251454e-10       3.373348257862e-12      -1.144761022751e-11       0.000000000000e+00       5.163823577273e-15       1.593310574475e-16       1.541365345168e-16 
 1081       1.580523231629e-10       3.331755329614e-12      -1.141793855050e-11       0.000000000000e+00       5.146599047853e-15       1.540986637550e-16       1.524301397547e-16 
 1082       1.584915407633e-10       3.290357610763e-12      -1.138497242396e-11       0.000000000000e+00       5.129446754511e-15       1.490773969129e-16       1.507167576462e-16 
 1083       1.589264310052e-10       3.249168748158e-12      -1.134874661153e-11       0.000000000000e+00       5.112366399850e-15       1.442654699721e-16       1.489964812712e-16 
 1084       1.593567678328e-10       3.208201612551e-12      -1.130930012829e-11       0.000000000000e+00       5.095357715959e-15       1.396590355790e-16       1.472694319065e-16 
 1085       1.597823236745e-10       3.167469159863e-12      -1.126667237368e-11       0.000000000000e+00       5.078420428997e-15       1.352542111740e-16       1.455357317921e-16 
 1086       1.602028694388e-10       3.126984431361e-12      -1.122090313255e-11       0.000000000000e+00       5.061554259178e-15       1.310470789047e-16       1.437955041342e-16 
 1087       1.606181745113e-10       3.086760553849e-12      -1.117203257604e-11       0.000000000000e+00       5.044758920751e-15       1.270336855398e-16       1.420488731069e-16 
 1088       1.610280067514e-10       3.046810739858e-12      -1.112010126257e-11       0.000000000000e+00       5.028034121982e-15       1.232100423820e-16       1.402959638546e-16 
 1089       1.614321324887e-10       3.007148287830e-12      -1.106515013882e-11       0.000000000000e+00       5.011379565139e-15       1.195721251821e-16       1.385369024942e-16 
 1090       1.618303165195e-10       2.967786582304e-12      -1.100722054063e-11       0.000000000000e+00       4.994794946474e-15       1.161158740521e-16       1.367718161172e-16 
 1091       1.622223221041e-10       2.928739094108e-12      -1.094635419401e-11       0.000000000000e+00       4.978279956203e-15       1.128371933788e-16       1.350008327923e-16 
 1092       1.626079109624e-10       2.890019380544e-12      -1.088259321610e-11       0.000000000000e+00       4.961834278493e-15       1.097319517373e-16       1.332240815670e-16 
 1093       1.629868432717e-10       2.851641085573e-12      -1.081598011608e-11       0.000000000000e+00       4.945457591440e-15       1.067959818047e-16       1.314416924704e-16 
 1094       1.633588776622e-10       2.813617940006e-12      -1.074655779617e-11       0.000000000000e+00       4.929149567054e-15       1.040250802732e-16       1.296537965150e-16 
 1095       1.637237712144e-10       2.775963761689e-12      -1.067436955257e-11       0.000000000000e+00       4.912909871241e-15       1.014150077638e-16       1.278605256993e-16 
 1096       1.640812794555e-10       2.738692455691e-12      -1.059945907643e-11       0.000000000000e+00       4.896738163785e-15       9.896148873985e-17       1.260620130095e-16 
 1097       1.644311563559e-10       2.701818014492e-12      -1.052187045480e-11       0.000000000000e+00       4.880634098331e-15       9.666021142047e-17       1.242583924223e-16 
 1098       1.647731543260e-10       2.665354518168e-12      -1.044164817160e-11       0.000000000000e+00       4.864597322370e-15       9.450682769404e-17       1.224497989067e-16 
 1099       1.651070242127e-10       2.629316134581e-12      -1.035883710856e-11       0.000000000000e+00       4.848627477215e-15       9.249695303171e-17       1.206363684263e-16 
 1100       1.654325152961e-10       2.593717119565e-12      -1.027348254617e-11       0.000000000000e+00       4.832724197992e-15       9.062616640089e-17       1.188182379415e-16 
 1101       1.657493752862e-10       2.558571817114e-12      -1.018563016470e-11       0.000000000000e+00       4.816887113615e-15       8.889001017874e-17       1.169955454121e-16 
 1102       1.660573503193e-10       2.523894659569e-12      -1.009532604506e-11       0.000000000000e+00       4.801115846772e-15       8.728399006569e-17       1.151684297988e-16 
 1103       1.663561849549e-10       2.489700167802e-12      -1.000261666986e-11       0.000000000000e+00       4.785410013910e-15       8.580357499887e-17       1.133370310659e-16 
 1104       1.666456221721e-10       2.456002951411e-12      -9.907548924290e-12       0.000000000000e+00       4.769769225210e-15       8.444419706568e-17       1.115014901837e-16 
 1105       1.669254033663e-10       2.422817708900e-12      -9.810170097115e-12       0.000000000000e+00       4.754193084579e-15       8.320125141724e-17       1.096619491301e-16 
 1106       1.671952944003e-10       2.390158020458e-12      -9.710529159641e-12       0.000000000000e+00       4.738681216962e-15       8.207002607140e-17       1.078185910299e-16 
 1107       1.674551641400e-10       2.358032708450e-12      -9.608680619199e-12       0.000000000000e+00       4.723233350735e-15       8.104549048060e-17       1.059717611467e-16 
 1108       1.677049069495e-10       2.326449429214e-12      -9.504680718472e-12       0.000000000000e+00       4.707849236369e-15       8.012250399871e-17       1.041218474942e-16 
 1109       1.679444167301e-10       2.295415876177e-12      -9.398586163185e-12       0.000000000000e+00       4.692528619175e-15       7.929588564492e-17       1.022692408500e-16 
 1110       1.681735869194e-10       2.264939779927e-12      -9.290454123190e-12       0.000000000000e+00       4.677271239293e-15       7.856041401035e-17       1.004143347621e-16 
 1111       1.683923104905e-10       2.235028908282e-12      -9.180342233545e-12       0.000000000000e+00       4.662076831674e-15       7.791082716468e-17       9.855752555512e-17 
 1112       1.686004799511e-10       2.205691066356e-12      -9.068308595605e-12       0.000000000000e+00       4.646945126066e-15       7.734182256275e-17       9.669921233623e-17 
 1113       1.687979873430e-10       2.176934096632e-12      -8.954411778097e-12       0.000000000000e+00       4.631875846999e-15       7.684805695123e-17       9.483979700147e-17 
 1114       1.689847242409e-10       2.148765879026e-12      -8.838710818210e-12       0.000000000000e+00       4.616868713770e-15       7.642414627520e-17       9.297968424180e-17 
 1115       1.691605817518e-10       2.121194330962e-12      -8.721265222674e-12       0.000000000000e+00       4.601923440433e-15       7.606466558477e-17       9.111928154931e-17 
 1116       1.693254505141e-10       2.094227407436e-12      -8.602134968846e-12       0.000000000000e+00       4.587039735774e-15       7.576414894175e-17       8.925899922334e-17 
 1117       1.694792206967e-10       2.067873101086e-12      -8.481380505795e-12       0.000000000000e+00       4.572217303306e-15       7.551708932621e-17       8.739925037664e-17 
 1118       1.696217819985e-10       2.042139442264e-12      -8.359062755382e-12       0.000000000000e+00       4.557455841250e-15       7.531793854314e-17       8.554045094151e-17 
 1119       1.697530236471e-10       2.017034499100e-12      -8.235243113343e-12       0.000000000000e+00       4.542755042519e-15       7.516110712905e-17       8.368301967594e-17 
 1120       1.698728343985e-10       1.992566377576e-12      -8.109983450379e-12       0.000000000000e+00       4.528114594708e-15       7.504096425864e-17       8.182737816979e-17 
 1121       1.699811025359e-10       1.968743221592e-12      -7.983346113231e-12       0.000000000000e+00       4.513534180073e-15       7.495183765135e-17       7.997395085091e-17 
 1122       1.700777158690e-10       1.945573213033e-12      -7.855393925769e-12       0.000000000000e+00       4.499013475520e-15       7.488801347803e-17       7.812316499130e-17 
 1123       1.701625617331e-10       1.923064571844e-12      -7.726190190076e-12       0.000000000000e+00       4.484552152591e-15       7.484373626755e-17       7.627545071326e-17 
 1124       1.702355269886e-10       1.901225556093e-12      -7.595798687526e-12       0.000000000000e+00       4.470149877445e-15       7.481320881343e-17       7.443124099554e-17 
 1125       1.702964980198e-10       1.880064462045e-12      -7.464283679873e-12       0.000000000000e+00       4.455806310849e-15       7.479059208045e-17       7.259097167948e-17 
 1126       1.703453607343e-10       1.859589624226e-12      -7.331709910332e-12       0.000000000000e+00       4.441521108157e-15       7.477000511126e-17       7.075508147518e-17 
 1127       1.703820005619e-10       1.839809415494e-12      -7.198142604665e-12       0.000000000000e+00       4.427293919301e-15       7.474552493304e-17       6.892401196761e-17 
 1128       1.704063024543e-10       1.820732247110e-12      -7.063647472260e-12       0.000000000000e+00       4.413124388772e-15       7.471118646409e-17       6.709820762280e-17 
 1129       1.704181508837e-10       1.802366568806e-12      -6.928290707218e-12       0.000000000000e+00       4.399012155607e-15       7.466098242046e-17       6.527811579397e-17 
 1130       1.704174534297e-10       1.784719607543e-12      -6.792137577256e-12       0.000000000000e+00       4.384956882889e-15       7.459078612886e-17       6.346413811204e-17 
 1131       1.704042118739e-10       1.767793565806e-12      -6.655248168252e-12       0.000000000000e+00       4.370958346698e-15       7.450414737906e-17       6.165648395645e-17 
 1132       1.703784520225e-10       1.751589374284e-12      -6.517681586821e-12       0.000000000000e+00       4.357016348280e-15       7.440657134023e-17       5.985531510157e-17 
 1133       1.703402002047e-10       1.736107948668e-12      -6.379497368452e-12       0.000000000000e+00       4.343130684626e-15       7.430360253950e-17       5.806079416211e-17 
 1134       1.702894832734e-10       1.721350189602e-12      -6.240755478458e-12       0.000000000000e+00       4.329301148459e-15       7.420082494917e-17       5.627308459464e-17 
 1135       1.702263286068e-10       1.707316982634e-12      -6.101516312927e-12       0.000000000000e+00       4.315527528223e-15       7.410386207385e-17       5.449235069922e-17 
 1136       1.701507641099e-10       1.694009198166e-12      -5.961840699677e-12       0.000000000000e+00       4.301809608068e-15       7.401837703768e-17       5.271875762097e-17 
 1137       1.700628182158e-10       1.681427691406e-12      -5.821789899200e-12       0.000000000000e+00       4.288147167843e-15       7.395007267145e-17       5.095247135166e-17 
 1138       1.699625198871e-10       1.669573302315e-12      -5.681425605619e-12       0.000000000000e+00       4.274539983077e-15       7.390469159981e-17       4.919365873127e-17 
 1139       1.698498986173e-10       1.658446855563e-12      -5.540809947636e-12       0.000000000000e+00       4.260987824976e-15       7.388801632842e-17       4.744248744963e-17 
 1140       1.697249844323e-10       1.648049160473e-12      -5.400005489483e-12       0.000000000000e+00       4.247490460401e-15       7.390586933113e-17       4.569912604793e-17 
 1141       1.695878078915e-10       1.638381010978e-12      -5.259075231873e-12       0.000000000000e+00       4.234047651866e-15       7.396411313716e-17       4.396374392035e-17 
 1142       1.694384000895e-10       1.629443185566e-12      -5.118082612953e-12       0.000000000000e+00       4.220659157517e-15       7.406865041826e-17       4.223651131566e-17 
 1143       1.692767926576e-10       1.621236447233e-12      -4.977091509252e-12       0.000000000000e+00       4.207324731127e-15       7.422542407588e-17       4.051759933876e-17 
 1144       1.691030177646e-10       1.613761543436e-12      -4.836166236631e-12       0.000000000000e+00       4.194044122078e-15       7.444041732837e-17       3.880717995229e-17 
 1145       1.689171081189e-10       1.607019206039e-12      -4.695371551240e-12       0.000000000000e+00       4.180817075354e-15       7.471965379812e-17       3.710542597819e-17 
 1146       1.687190969693e-10       1.601010151266e-12      -4.554772650462e-12       0.000000000000e+00       4.167643331526e-15       7.506919759874e-17       3.541251109934e-17 
 1147       1.685090181070e-10       1.595735079650e-12      -4.414435173869e-12       0.000000000000e+00       4.154522626742e-15       7.549515342224e-17       3.372860986109e-17 
 1148       1.682869058665e-10       1.591194675988e-12      -4.274425204167e-12       0.000000000000e+00       4.141454692712e-15       7.600366662619e-17       3.205389767284e-17 
 1149       1.680527951270e-10       1.587389609284e-12      -4.134809268155e-12       0.000000000000e+00       4.128439256700e-15       7.660092332093e-17       3.038855080969e-17 
 1150       1.678067213142e-10       1.584320532706e-12      -3.995654337668e-12       0.000000000000e+00       4.115476041508e-15       7.729315045668e-17       2.873274641393e-17 
 1151       1.675487204015e-10       1.581988083533e-12      -3.857027830534e-12       0.000000000000e+00       4.102564765468e-15       7.808661591076e-17       2.708666249672e-17 
 1152       1.672788289111e-10       1.580392883110e-12      -3.718997611521e-12       0.000000000000e+00       4.089705142424e-15       7.898762857475e-17       2.545047793960e-17 
 1153       1.669970839158e-10       1.579535536790e-12      -3.581631993290e-12       0.000000000000e+00       4.076896881729e-15       8.000253844166e-17       2.382437249612e-17 
 1154       1.667035392708e-10       1.579415606346e-12      -3.444996160269e-12       0.000000000000e+00       4.064139705316e-15       8.113636693821e-17       2.220846099836e-17 
 1155       1.663983145315e-10       1.580028513028e-12      -3.309141388790e-12       0.000000000000e+00       4.051433399211e-15       8.238867875597e-17       2.060259506125e-17 
 1156       1.660815466578e-10       1.581368595181e-12      -3.174115692322e-12       0.000000000000e+00       4.038777762654e-15       8.375765791273e-17       1.900655887014e-17 
 1157       1.657533738430e-10       1.583430132098e-12      -3.039967386793e-12       0.000000000000e+00       4.026172591052e-15       8.524147272952e-17       1.742013474367e-17 
 1158       1.654139355163e-10       1.586207343874e-12      -2.906745091217e-12       0.000000000000e+00       4.013617675972e-15       8.683827579452e-17       1.584310312950e-17 
 1159       1.650633723458e-10       1.589694391265e-12      -2.774497728327e-12       0.000000000000e+00       4.001112805128e-15       8.854620392685e-17       1.427524259994e-17 
 1160       1.647018262413e-10       1.593885375550e-12      -2.643274525197e-12       0.000000000000e+00       3.988657762372e-15       9.036337814045e-17       1.271632984759e-17 
 1161       1.643294403573e-10       1.598774338381e-12      -2.513125013880e-12       0.000000000000e+00       3.976252327681e-15       9.228790360794e-17       1.116613968103e-17 
 1162       1.639463590958e-10       1.604355261650e-12      -2.384099032029e-12       0.000000000000e+00       3.963896277151e-15       9.431786962446e-17       9.624445020486e-18 
 1163       1.635527281089e-10       1.610622067340e-12      -2.256246723528e-12       0.000000000000e+00       3.951589382983e-15       9.645134957151e-17       8.091016893457e-18 
 1164       1.631486943022e-10       1.617568617388e-12      -2.129618539124e-12       0.000000000000e+00       3.939331413472e-15       9.868640088083e-17       6.565624430406e-18 
 1165       1.627344058371e-10       1.625188713537e-12      -2.004265237051e-12       0.000000000000e+00       3.927122133001e-15       1.010210649982e-16       5.048034860405e-18 
 1166       1.623100121339e-10       1.633476097202e-12      -1.880237883664e-12       0.000000000000e+00       3.914961302024e-15       1.034533673474e-16       3.538013506802e-18 
 1167       1.618756638747e-10       1.642424449321e-12      -1.757587854063e-12       0.000000000000e+00       3.902848677061e-15       1.059813172940e-16       2.035323782880e-18 
 1168       1.614315130063e-10       1.652027390217e-12      -1.636366832725e-12       0.000000000000e+00       3.890784010687e-15       1.086029081090e-16       5.397271875179e-19 
 1169       1.609777127427e-10       1.662278479455e-12      -1.516626814131e-12       0.000000000000e+00       3.878767051516e-15       1.113161169331e-16      -9.490166991509e-19 
 1170       1.605144175685e-10       1.673171215700e-12      -1.398420103397e-12       0.000000000000e+00       3.866797544199e-15       1.141189047402e-16      -2.431150220075e-18 
 1171       1.600417832413e-10       1.684699036573e-12      -1.281799316901e-12       0.000000000000e+00       3.854875229405e-15       1.170092163016e-16      -3.906917645626e-18 
 1172       1.595599667948e-10       1.696855318512e-12      -1.166817382913e-12       0.000000000000e+00       3.842999843818e-15       1.199849801493e-16      -5.376565177936e-18 
 1173       1.590691265417e-10       1.709633376631e-12      -1.053527542223e-12       0.000000000000e+00       3.831171120121e-15       1.230441085404e-16      -6.840340955242e-18 
 1174       1.585694220761e-10       1.723026464573e-12      -9.419833487689e-13       0.000000000000e+00       3.819388786988e-15       1.261844974208e-16      -8.298495056217e-18 
 1175       1.580610142770e-10       1.737027774372e-12      -8.322386702692e-13       0.000000000000e+00       3.807652569074e-15       1.294040263888e-16      -9.751279504319e-18 
 1176       1.575440653109e-10       1.751630436311e-12      -7.243476888476e-13       0.000000000000e+00       3.795962187004e-15       1.327005586593e-16      -1.119894827212e-17 
 1177       1.570187386345e-10       1.766827518776e-12      -6.183649016640e-13       0.000000000000e+00       3.784317357360e-15       1.360719410274e-16      -1.264175728566e-17 
 1178       1.564852051015e-10       1.782611453802e-12      -5.143403515367e-13       0.000000000000e+00       3.772717815808e-15       1.395155400230e-16      -1.407985710385e-17 
 1179       1.559436613609e-10       1.798972306169e-12      -4.123052527633e-13       0.000000000000e+00       3.761163386807e-15       1.430268441466e-16      -1.551296949036e-17 
 1180       1.553943116927e-10       1.815899482544e-12      -3.122861882055e-13       0.000000000000e+00       3.749653914739e-15       1.466008442192e-16      -1.694070683751e-17 
 1181       1.548373619281e-10       1.833382303660e-12      -2.143098633354e-13       0.000000000000e+00       3.738189240853e-15       1.502324955426e-16      -1.836267912229e-17 
 1182       1.542730194527e-10       1.851410004129e-12      -1.184031064527e-13       0.000000000000e+00       3.726769203248e-15       1.539167178230e-16      -1.977849390141e-17 
 1183       1.537014932105e-10       1.869971732242e-12      -2.459286890116e-14       0.000000000000e+00       3.715393636872e-15       1.576483950949e-16      -2.118775630638e-17 
 1184       1.531229937064e-10       1.889056549786e-12       6.709377471477e-14       0.000000000000e+00       3.704062373510e-15       1.614223756451e-16      -2.259006903855e-17 
 1185       1.525377330103e-10       1.908653431844e-12       1.566296263130e-13       0.000000000000e+00       3.692775241773e-15       1.652334719360e-16      -2.398503236424e-17 
 1186       1.519459247602e-10       1.928751266613e-12       2.439873641170e-13       0.000000000000e+00       3.681532067095e-15       1.690764605297e-16      -2.537224410973e-17 
 1187       1.513477841657e-10       1.949338855202e-12       3.291395424395e-13       0.000000000000e+00       3.670332671721e-15       1.729460820117e-16      -2.675129965637e-17 
 1188       1.507435280110e-10       1.970404911450e-12       4.120585914653e-13       0.000000000000e+00       3.659176874700e-15       1.768370409147e-16      -2.812179193564e-17 
 1189       1.501333746588e-10       1.991938061727e-12       4.927168170348e-13       0.000000000000e+00       3.648064491875e-15       1.807440056423e-16      -2.948331142421e-17 
 1190       1.495175440535e-10       2.013926844747e-12       5.710864004274e-13       0.000000000000e+00       3.636995335875e-15       1.846616083930e-16      -3.083544613901e-17 
 1191       1.488962577244e-10       2.036359711374e-12       6.471393981442e-13       0.000000000000e+00       3.625969216109e-15       1.885844450837e-16      -3.217778163231e-17 
 1192       1.482697387894e-10       2.059225024432e-12       7.208477416920e-13       0.000000000000e+00       3.614985938752e-15       1.925070752736e-16      -3.350990098674e-17 
 1193       1.476382119581e-10       2.082511058512e-12       7.921832373661e-13       0.000000000000e+00       3.604045306744e-15       1.964240220878e-16      -3.483138481042e-17 
 1194       1.470019035352e-10       2.106205999781e-12       8.611175660338e-13       0.000000000000e+00       3.593147119773e-15       2.003297721417e-16      -3.614181123198e-17 
 1195       1.463610414243e-10       2.130297945790e-12       9.276222829176e-13       0.000000000000e+00       3.582291174275e-15       2.042187754639e-16      -3.744075589564e-17 
 1196       1.457158551306e-10       2.154774905284e-12       9.916688173783e-13       0.000000000000e+00       3.571477263419e-15       2.080854454205e-16      -3.872779195628e-17 
 1197       1.450665757651e-10       2.179624798008e-12       1.053228472699e-12       0.000000000000e+00       3.560705177103e-15       2.119241586390e-16      -4.000249007452e-17 
 1198       1.444134360470e-10       2.204835454517e-12       1.112272425866e-12       0.000000000000e+00       3.549974701940e-15       2.157292549315e-16      -4.126441841173e-17 
 1199       1.437566703081e-10       2.230394615984e-12       1.168771727357e-12       0.000000000000e+00       3.539285621257e-15       2.194950372192e-16      -4.251314262518e-17 
 1200       1.430965144954e-10       2.256289934009e-12       1.222697300919e-12       0.000000000000e+00       3.528637715081e-15       2.232157714555e-16      -4.374822586304e-17 
 1201       1.424332061750e-10       2.282508970425e-12       1.274019943355e-12       0.000000000000e+00       3.518030760130e-15       2.268856865504e-16      -4.496922875947e-17 
 1202       1.417669802648e-10       2.309039180391e-12       1.322715121618e-12       0.000000000000e+00       3.507464542520e-15       2.305005035770e-16      -4.617577619284e-17 
 1203       1.410980561701e-10       2.335867861825e-12       1.368777428401e-12       0.000000000000e+00       3.496938896046e-15       2.340620439022e-16      -4.736775845894e-17 
 1204       1.404266504985e-10       2.362982204971e-12       1.412206301901e-12       0.000000000000e+00       3.486453664345e-15       2.375736769414e-16      -4.854513253430e-17 
 1205       1.397529813189e-10       2.390369308872e-12       1.453001244636e-12       0.000000000000e+00       3.476008688226e-15       2.410387960086e-16      -4.970785553553e-17 
 1206       1.390772681648e-10       2.418016181180e-12       1.491161823623e-12       0.000000000000e+00       3.465603805654e-15       2.444608183671e-16      -5.085588471997e-17 
 1207       1.383997320370e-10       2.445909737957e-12       1.526687670559e-12       0.000000000000e+00       3.455238851750e-15       2.478431852803e-16      -5.198917748623e-17 
 1208       1.377205954069e-10       2.474036803484e-12       1.559578482006e-12       0.000000000000e+00       3.444913658780e-15       2.511893620621e-16      -5.310769137487e-17 
 1209       1.370400822193e-10       2.502384110073e-12       1.589834019569e-12       0.000000000000e+00       3.434628056149e-15       2.545028381280e-16      -5.421138406895e-17 
 1210       1.363584178957e-10       2.530938297865e-12       1.617454110079e-12       0.000000000000e+00       3.424381870394e-15       2.577871270453e-16      -5.530021339466e-17 
 1211       1.356758293372e-10       2.559685914646e-12       1.642438645773e-12       0.000000000000e+00       3.414174925172e-15       2.610457665845e-16      -5.637413732193e-17 
 1212       1.349925449272e-10       2.588613415646e-12       1.664787584478e-12       0.000000000000e+00       3.404007041259e-15       2.642823187691e-16      -5.743311396502e-17 
 1213       1.343087945352e-10       2.617707163354e-12       1.684500949789e-12       0.000000000000e+00       3.393878036540e-15       2.675003699268e-16      -5.847710158315e-17 
 1214       1.336248095191e-10       2.646953427317e-12       1.701578831252e-12       0.000000000000e+00       3.383787725999e-15       2.707035307405e-16      -5.950605858109e-17 
 1215       1.329408227286e-10       2.676338383954e-12       1.716021384548e-12       0.000000000000e+00       3.373735921717e-15       2.738954362982e-16      -6.051994350978e-17 
 1216       1.322570685080e-10       2.705848116358e-12       1.727828831669e-12       0.000000000000e+00       3.363722432858e-15       2.770797461442e-16      -6.151871506691e-17 
 1217       1.315737826995e-10       2.735468614105e-12       1.737001461104e-12       0.000000000000e+00       3.353747065667e-15       2.802601443298e-16      -6.250233209756e-17 
 1218       1.308912026461e-10       2.765185773063e-12       1.743539628019e-12       0.000000000000e+00       3.343809623460e-15       2.834403394638e-16      -6.347075359479e-17 
 1219       1.302095671946e-10       2.794985395194e-12       1.747443754435e-12       0.000000000000e+00       3.333909906618e-15       2.866240647633e-16      -6.442393870024e-17 
 1220       1.295291166986e-10       2.824853188367e-12       1.748714329417e-12       0.000000000000e+00       3.324047712577e-15       2.898150781044e-16      -6.536184670477e-17 
 1221       1.288500930217e-10       2.854774766158e-12       1.747351909248e-12       0.000000000000e+00       3.314222835825e-15       2.930171620727e-16      -6.628443704901e-17 
 1222       1.281727395402e-10       2.884735647666e-12       1.743357117613e-12       0.000000000000e+00       3.304435067888e-15       2.962341240142e-16      -6.719166932401e-17 
 1223       1.274973011467e-10       2.914721257310e-12       1.736730645782e-12       0.000000000000e+00       3.294684197329e-15       2.994697960860e-16      -6.808350327186e-17 
 1224       1.268240242523e-10       2.944716924645e-12       1.727473252790e-12       0.000000000000e+00       3.284970009739e-15       3.027280353068e-16      -6.895989878624e-17 
 1225       1.261531567906e-10       2.974707884162e-12       1.715585765616e-12       0.000000000000e+00       3.275292287725e-15       3.060127236077e-16      -6.982081591307e-17 
 1226       1.254849356591e-10       3.004679787549e-12       1.701072822914e-12       0.000000000000e+00       3.265650827235e-15       3.093271443803e-16      -7.066626116072e-17 
 1227       1.248195488758e-10       3.034620247528e-12       1.683954154672e-12       0.000000000000e+00       3.256045486732e-15       3.126721038819e-16      -7.149642703372e-17 
 1228       1.241571729778e-10       3.064517312038e-12       1.664253437401e-12       0.000000000000e+00       3.246476138586e-15       3.160477875321e-16      -7.231155416392e-17 
 1229       1.234979855432e-10       3.094358953307e-12       1.641994563265e-12       0.000000000000e+00       3.236942652801e-15       3.194543813850e-16      -7.311188515610e-17 
 1230       1.228421651930e-10       3.124133067699e-12       1.617201640567e-12       0.000000000000e+00       3.227444897005e-15       3.228920721299e-16      -7.389766459229e-17 
 1231       1.221898915931e-10       3.153827475559e-12       1.589898994225e-12       0.000000000000e+00       3.217982736442e-15       3.263610470922e-16      -7.466913903602e-17 
 1232       1.215413454566e-10       3.183429921066e-12       1.560111166254e-12       0.000000000000e+00       3.208556033973e-15       3.298614942347e-16      -7.542655703667e-17 
 1233       1.208967085455e-10       3.212928072076e-12       1.527862916244e-12       0.000000000000e+00       3.199164650060e-15       3.333936021581e-16      -7.617016913374e-17 
 1234       1.202561636730e-10       3.242309519972e-12       1.493179221843e-12       0.000000000000e+00       3.189808442769e-15       3.369575601024e-16      -7.690022786118e-17 
 1235       1.196198947054e-10       3.271561779513e-12       1.456085279233e-12       0.000000000000e+00       3.180487267759e-15       3.405535579475e-16      -7.761698775166e-17 
 1236       1.189880865640e-10       3.300672288680e-12       1.416606503615e-12       0.000000000000e+00       3.171200978277e-15       3.441817862143e-16      -7.832070534090e-17 
 1237       1.183609252276e-10       3.329628408525e-12       1.374768529685e-12       0.000000000000e+00       3.161949425151e-15       3.478424360655e-16      -7.901163917194e-17 
 1238       1.177385977337e-10       3.358417423018e-12       1.330597212114e-12       0.000000000000e+00       3.152732456786e-15       3.515356993069e-16      -7.969004979946e-17 
 1239       1.171212921815e-10       3.387026538897e-12       1.284118626031e-12       0.000000000000e+00       3.143549919155e-15       3.552617683880e-16      -8.035619979410e-17 
 1240       1.165091977331e-10       3.415442885511e-12       1.235359067502e-12       0.000000000000e+00       3.134401655796e-15       3.590208364030e-16      -8.101035374671e-17 
 1241       1.159025046162e-10       3.443653514674e-12       1.184345054008e-12       0.000000000000e+00       3.125287507804e-15       3.628130970921e-16      -8.165277827271e-17 
 1242       1.153014041254e-10       3.471645400510e-12       1.131103324927e-12       0.000000000000e+00       3.116207313825e-15       3.666387448419e-16      -8.228374201633e-17 
 1243       1.147060886251e-10       3.499405439300e-12       1.075660842012e-12       0.000000000000e+00       3.107160910048e-15       3.704979746869e-16      -8.290351565497e-17 
 1244       1.141167515508e-10       3.526920449330e-12       1.018044789875e-12       0.000000000000e+00       3.098148130205e-15       3.743909823098e-16      -8.351237190345e-17 
 1245       1.135335874113e-10       3.554177170741e-12       9.582825764636e-13       0.000000000000e+00       3.089168805557e-15       3.783179640432e-16      -8.411058551835e-17 
 1246       1.129567917911e-10       3.581162265377e-12       8.964018335405e-13       0.000000000000e+00       3.080222764894e-15       3.822791168701e-16      -8.469843330231e-17 
 1247       1.123865613519e-10       3.607862316629e-12       8.324304171663e-13       0.000000000000e+00       3.071309834526e-15       3.862746384249e-16      -8.527619410827e-17 
 1248       1.118230938350e-10       3.634263829286e-12       7.663964081777e-13       0.000000000000e+00       3.062429838277e-15       3.903047269942e-16      -8.584414884386e-17 
 1249       1.112665880632e-10       3.660353229382e-12       6.983281126681e-13       0.000000000000e+00       3.053582597480e-15       3.943695815183e-16      -8.640258047565e-17 
 1250       1.107172268066e-10       3.686117758751e-12       6.282559938780e-13       0.000000000000e+00       3.044767942149e-15       3.984686338576e-16      -8.695170036876e-17 
 1251       1.101751251567e-10       3.711548170433e-12       5.562184916301e-13       0.000000000000e+00       3.035985744662e-15       4.025982357654e-16      -8.749142635430e-17 
 1252       1.096403815527e-10       3.736636064486e-12       4.822562719068e-13       0.000000000000e+00       3.027235886458e-15       4.067539448663e-16      -8.802160207499e-17 
 1253       1.091130948633e-10       3.761372996060e-12       4.064103022407e-13       0.000000000000e+00       3.018518246892e-15       4.109312898788e-16      -8.854207041306e-17 
 1254       1.085933643880e-10       3.785750475308e-12       3.287218523432e-13       0.000000000000e+00       3.009832703229e-15       4.151257705570e-16      -8.905267348892e-17 
 1255       1.080812898572e-10       3.809759967307e-12       2.492324947321e-13       0.000000000000e+00       3.001179130637e-15       4.193328576327e-16      -8.955325265979e-17 
 1256       1.075769714334e-10       3.833392891975e-12       1.679841053604e-13       0.000000000000e+00       2.992557402180e-15       4.235479927577e-16      -9.004364851834e-17 
 1257       1.070805097114e-10       3.856640623984e-12       8.501886424434e-14       0.000000000000e+00       2.983967388820e-15       4.277665884454e-16      -9.052370089135e-17 
