# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 1087       1.598750759166e-10       3.110993960643e-12      -1.024369817478e-11       1.344392848042e-14       5.044758920751e-15       1.270336855398e-16       1.420488731069e-16 
 1088       1.602027286673e-10       3.075570034633e-12      -1.019763062043e-11       1.344919089104e-14       5.028034121982e-15       1.232100423820e-16       1.402959638546e-16 
 1089       1.605252857451e-10       3.040413159987e-12      -1.014892583041e-11       1.345443750684e-14       5.011379565139e-15       1.195721251821e-16       1.385369024942e-16 
 1090       1.608425443510e-10       3.005534897665e-12      -1.009762159492e-11       1.345966533720e-14       4.994794946474e-15       1.161158740521e-16       1.367718161172e-16 
 1091       1.611543003632e-10       2.970946882478e-12      -1.004375605718e-11       1.346487136926e-14       4.978279956203e-15       1.128371933788e-16       1.350008327923e-16 
 1092       1.614603483334e-10       2.936660823248e-12      -9.987367714329e-12       1.347005256791e-14       4.961834278493e-15       1.097319517373e-16       1.332240815670e-16 
 1093       1.617604814845e-10       2.902688502971e-12      -9.928495418287e-12       1.347520587568e-14       4.945457591440e-15       1.067959818047e-16       1.314416924704e-16 
 1094       1.620544917074e-10       2.869041778974e-12      -9.867178376599e-12       1.348032821273e-14       4.929149567054e-15       1.040250802732e-16       1.296537965150e-16 
 1095       1.623421695581e-10       2.835732583076e-12      -9.803456153316e-12       1.348541647678e-14       4.912909871241e-15       1.014150077638e-16       1.278605256993e-16 
 1096       1.626233042552e-10       2.802772921745e-12      -9.737368669855e-12       1.349046754307e-14       4.896738163785e-15       9.896148873985e-17       1.260620130095e-16 
 1097       1.628976836763e-10       2.770174876261e-12      -9.668956205864e-12       1.349547826429e-14       4.880634098331e-15       9.666021142047e-17       1.242583924223e-16 
 1098       1.631650943557e-10       2.737950602876e-12      -9.598259400089e-12       1.350044547055e-14       4.864597322370e-15       9.450682769404e-17       1.224497989067e-16 
 1099       1.634253214811e-10       2.706112332970e-12      -9.525319251238e-12       1.350536596931e-14       4.848627477215e-15       9.249695303171e-17       1.206363684263e-16 
 1100       1.636781488910e-10       2.674672373213e-12      -9.450177118845e-12       1.351023654534e-14       4.832724197992e-15       9.062616640089e-17       1.188182379415e-16 
 1101       1.639233590715e-10       2.643643105724e-12      -9.372874724135e-12       1.351505396066e-14       4.816887113615e-15       8.889001017874e-17       1.169955454121e-16 
 1102       1.641607331538e-10       2.613036988232e-12      -9.293454150889e-12       1.351981495451e-14       4.801115846772e-15       8.728399006569e-17       1.151684297988e-16 
 1103       1.643900509108e-10       2.582866554234e-12      -9.211957846313e-12       1.352451624326e-14       4.785410013910e-15       8.580357499887e-17       1.133370310659e-16 
 1104       1.646110907544e-10       2.553144413155e-12      -9.128428621895e-12       1.352915452038e-14       4.769769225210e-15       8.444419706568e-17       1.115014901837e-16 
 1105       1.648236297329e-10       2.523883250510e-12      -9.042909654277e-12       1.353372645641e-14       4.754193084579e-15       8.320125141724e-17       1.096619491301e-16 
 1106       1.650274667137e-10       2.495094742583e-12      -8.955445412115e-12       1.353822888430e-14       4.738681216962e-15       8.207002607140e-17       1.078185910299e-16 
 1107       1.652224922743e-10       2.466786284460e-12      -8.866084448336e-12       1.354265935844e-14       4.723233350735e-15       8.104549048060e-17       1.059717611467e-16 
 1108       1.654086197289e-10       2.438964219087e-12      -8.774876646489e-12       1.354701560293e-14       4.707849236369e-15       8.012250399871e-17       1.041218474942e-16 
 1109       1.655857620260e-10       2.411634918875e-12      -8.681872299053e-12       1.355129532677e-14       4.692528619175e-15       7.929588564492e-17       1.022692408500e-16 
 1110       1.657538317472e-10       2.384804785763e-12      -8.587122108386e-12       1.355549622387e-14       4.677271239293e-15       7.856041401035e-17       1.004143347621e-16 
 1111       1.659127411069e-10       2.358480251258e-12      -8.490677187685e-12       1.355961597297e-14       4.662076831674e-15       7.791082716468e-17       9.855752555512e-17 
 1112       1.660624019514e-10       2.332667776501e-12      -8.392589061939e-12       1.356365223763e-14       4.646945126066e-15       7.734182256275e-17       9.669921233623e-17 
 1113       1.662027257587e-10       2.307373852311e-12      -8.292909668889e-12       1.356760266618e-14       4.631875846999e-15       7.684805695123e-17       9.483979700147e-17 
 1114       1.663336236373e-10       2.282604999243e-12      -8.191691359977e-12       1.357146489171e-14       4.616868713770e-15       7.642414627520e-17       9.297968424180e-17 
 1115       1.664550063261e-10       2.258367767640e-12      -8.088986901308e-12       1.357523653202e-14       4.601923440433e-15       7.606466558477e-17       9.111928154931e-17 
 1116       1.665667841935e-10       2.234668737687e-12      -7.984849474604e-12       1.357891518958e-14       4.587039735774e-15       7.576414894175e-17       8.925899922334e-17 
 1117       1.666688672366e-10       2.211514519463e-12      -7.879332678156e-12       1.358249845152e-14       4.572217303306e-15       7.551708932621e-17       8.739925037664e-17 
 1118       1.667611650811e-10       2.188911752994e-12      -7.772490527786e-12       1.358598388958e-14       4.557455841250e-15       7.531793854314e-17       8.554045094151e-17 
 1119       1.668435869800e-10       2.166867108309e-12      -7.664377457796e-12       1.358936906007e-14       4.542755042519e-15       7.516110712905e-17       8.368301967594e-17 
 1120       1.669160418135e-10       2.145387285489e-12      -7.555048321930e-12       1.359265150386e-14       4.528114594708e-15       7.504096425864e-17       8.182737816979e-17 
 1121       1.669784380882e-10       2.124479014726e-12      -7.444558394325e-12       1.359582874632e-14       4.513534180073e-15       7.495183765135e-17       7.997395085091e-17 
 1122       1.670306839363e-10       2.104149056371e-12      -7.332963370469e-12       1.359889829731e-14       4.499013475520e-15       7.488801347803e-17       7.812316499130e-17 
 1123       1.670726871152e-10       2.084404200989e-12      -7.220319368156e-12       1.360185765112e-14       4.484552152591e-15       7.484373626755e-17       7.627545071326e-17 
 1124       1.671043550068e-10       2.065251269412e-12      -7.106682928444e-12       1.360470428646e-14       4.470149877445e-15       7.481320881343e-17       7.443124099554e-17 
 1125       1.671255946166e-10       2.046697112796e-12      -6.992111016605e-12       1.360743566643e-14       4.455806310849e-15       7.479059208045e-17       7.259097167948e-17 
 1126       1.671363125738e-10       2.028748612667e-12      -6.876661023087e-12       1.361004923845e-14       4.441521108157e-15       7.477000511126e-17       7.075508147518e-17 
 1127       1.671364151296e-10       2.011412680981e-12      -6.760390764466e-12       1.361254243428e-14       4.427293919301e-15       7.474552493304e-17       6.892401196761e-17 
 1128       1.671258081576e-10       1.994696260175e-12      -6.643358484404e-12       1.361491266992e-14       4.413124388772e-15       7.471118646409e-17       6.709820762280e-17 
 1129       1.671043971525e-10       1.978606323217e-12      -6.525622854602e-12       1.361715734566e-14       4.399012155607e-15       7.466098242046e-17       6.527811579397e-17 
 1130       1.670721077064e-10       1.963148771333e-12      -6.407241541399e-12       1.361927408938e-14       4.384956882889e-15       7.459078612886e-17       6.346413811204e-17 
 1131       1.670289472280e-10       1.948325111457e-12      -6.288266883344e-12       1.362126149029e-14       4.370958346698e-15       7.450414737906e-17       6.165648395645e-17 
 1132       1.669749440205e-10       1.934135735914e-12      -6.168750159625e-12       1.362311837465e-14       4.357016348280e-15       7.440657134023e-17       5.985531510157e-17 
 1133       1.669101268781e-10       1.920581020808e-12      -6.048743020175e-12       1.362484356319e-14       4.343130684626e-15       7.430360253950e-17       5.806079416211e-17 
 1134       1.668345250878e-10       1.907661325968e-12      -5.928297486493e-12       1.362643587114e-14       4.329301148459e-15       7.420082494917e-17       5.627308459464e-17 
 1135       1.667481684304e-10       1.895376994903e-12      -5.807465952470e-12       1.362789410814e-14       4.315527528223e-15       7.410386207385e-17       5.449235069922e-17 
 1136       1.666510871817e-10       1.883728354746e-12      -5.686301185202e-12       1.362921707834e-14       4.301809608068e-15       7.401837703768e-17       5.271875762097e-17 
 1137       1.665433121142e-10       1.872715716208e-12      -5.564856325818e-12       1.363040358029e-14       4.288147167843e-15       7.395007267145e-17       5.095247135166e-17 
 1138       1.664248744980e-10       1.862339373527e-12      -5.443184890299e-12       1.363145240698e-14       4.274539983077e-15       7.390469159981e-17       4.919365873127e-17 
 1139       1.662958061020e-10       1.852599604415e-12      -5.321340770297e-12       1.363236234580e-14       4.260987824976e-15       7.388801632842e-17       4.744248744963e-17 
 1140       1.661561391959e-10       1.843496670010e-12      -5.199378233959e-12       1.363313217859e-14       4.247490460401e-15       7.390586933113e-17       4.569912604793e-17 
 1141       1.660059065506e-10       1.835030814827e-12      -5.077351926744e-12       1.363376068155e-14       4.234047651866e-15       7.396411313716e-17       4.396374392035e-17 
 1142       1.658451414401e-10       1.827202266706e-12      -4.955316872249e-12       1.363424662527e-14       4.220659157517e-15       7.406865041826e-17       4.223651131566e-17 
 1143       1.656738776424e-10       1.820011236761e-12      -4.833328473028e-12       1.363458877473e-14       4.207324731127e-15       7.422542407588e-17       4.051759933876e-17 
 1144       1.654921494411e-10       1.813457919332e-12      -4.711442511410e-12       1.363478588926e-14       4.194044122078e-15       7.444041732837e-17       3.880717995229e-17 
 1145       1.652999916266e-10       1.807542491933e-12      -4.589715150324e-12       1.363483672256e-14       4.180817075354e-15       7.471965379812e-17       3.710542597819e-17 
 1146       1.650974394973e-10       1.802265115203e-12      -4.468202934121e-12       1.363474002265e-14       4.167643331526e-15       7.506919759874e-17       3.541251109934e-17 
 1147       1.648845288609e-10       1.797625932855e-12      -4.346962789389e-12       1.363449453191e-14       4.154522626742e-15       7.549515342224e-17       3.372860986109e-17 
 1148       1.646612960358e-10       1.793625071624e-12      -4.226052025780e-12       1.363409898702e-14       4.141454692712e-15       7.600366662619e-17       3.205389767284e-17 
 1149       1.644277778523e-10       1.790262641223e-12      -4.105528336829e-12       1.363355211898e-14       4.128439256700e-15       7.660092332093e-17       3.038855080969e-17 
 1150       1.641840116539e-10       1.787538734285e-12      -3.985449800773e-12       1.363285265309e-14       4.115476041508e-15       7.729315045668e-17       2.873274641393e-17 
 1151       1.639300352986e-10       1.785453426317e-12      -3.865874881376e-12       1.363199930894e-14       4.102564765468e-15       7.808661591076e-17       2.708666249672e-17 
 1152       1.636658871602e-10       1.784006775649e-12      -3.746862428747e-12       1.363099080040e-14       4.089705142424e-15       7.898762857475e-17       2.545047793960e-17 
 1153       1.633916061297e-10       1.783198823385e-12      -3.628471680162e-12       1.362982583561e-14       4.076896881729e-15       8.000253844166e-17       2.382437249612e-17 
 1154       1.631072452360e-10       1.783028723766e-12      -3.510758996515e-12       1.362850335801e-14       4.064139705316e-15       8.113636693821e-17       2.220846099836e-17 
 1155       1.628129126960e-10       1.783492123317e-12      -3.393768024770e-12       1.362702327286e-14       4.051433399211e-15       8.238867875597e-17       2.060259506125e-17 
 1156       1.625087313871e-10       1.784583748409e-12      -3.277539412553e-12       1.362538572991e-14       4.038777762654e-15       8.375765791273e-17       1.900655887014e-17 
 1157       1.621948252771e-10       1.786298271706e-12      -3.162114061753e-12       1.362359088318e-14       4.026172591052e-15       8.524147272952e-17       1.742013474367e-17 
 1158       1.618713194268e-10       1.788630312034e-12      -3.047533129043e-12       1.362163889100e-14       4.013617675972e-15       8.683827579452e-17       1.584310312950e-17 
 1159       1.615383399927e-10       1.791574434258e-12      -2.933838026412e-12       1.361952991598e-14       4.001112805128e-15       8.854620392685e-17       1.427524259994e-17 
 1160       1.611960142289e-10       1.795125149148e-12      -2.821070421689e-12       1.361726412507e-14       3.988657762372e-15       9.036337814045e-17       1.271632984759e-17 
 1161       1.608444704906e-10       1.799276913251e-12      -2.709272239073e-12       1.361484168955e-14       3.976252327681e-15       9.228790360794e-17       1.116613968103e-17 
 1162       1.604838382355e-10       1.804024128765e-12      -2.598485659657e-12       1.361226278501e-14       3.963896277151e-15       9.431786962446e-17       9.624445020486e-18 
 1163       1.601142480273e-10       1.809361143411e-12      -2.488753121959e-12       1.360952759141e-14       3.951589382983e-15       9.645134957151e-17       8.091016893457e-18 
 1164       1.597358315376e-10       1.815282250300e-12      -2.380117322445e-12       1.360663629308e-14       3.939331413472e-15       9.868640088083e-17       6.565624430406e-18 
 1165       1.593487215485e-10       1.821781687809e-12      -2.272621216059e-12       1.360358907868e-14       3.927122133001e-15       1.010210649982e-16       5.048034860405e-18 
 1166       1.589530519554e-10       1.828853639451e-12      -2.166308016749e-12       1.360038614130e-14       3.914961302024e-15       1.034533673474e-16       3.538013506802e-18 
 1167       1.585489577693e-10       1.836492233744e-12      -2.061221197993e-12       1.359702767840e-14       3.902848677061e-15       1.059813172940e-16       2.035323782880e-18 
 1168       1.581365751192e-10       1.844691544087e-12      -1.957404493330e-12       1.359351389183e-14       3.890784010687e-15       1.086029081090e-16       5.397271875179e-19 
 1169       1.577160412550e-10       1.853445588629e-12      -1.854901896883e-12       1.358984498789e-14       3.878767051516e-15       1.113161169331e-16      -9.490166991509e-19 
 1170       1.572874945497e-10       1.862748330139e-12      -1.753757663888e-12       1.358602117728e-14       3.866797544199e-15       1.141189047402e-16      -2.431150220075e-18 
 1171       1.568510745018e-10       1.872593675881e-12      -1.654016311222e-12       1.358204267514e-14       3.854875229405e-15       1.170092163016e-16      -3.906917645626e-18 
 1172       1.564069217383e-10       1.882975477482e-12      -1.555722617926e-12       1.357790970107e-14       3.842999843818e-15       1.199849801493e-16      -5.376565177936e-18 
 1173       1.559551780169e-10       1.893887530808e-12      -1.458921625739e-12       1.357362247912e-14       3.831171120121e-15       1.230441085404e-16      -6.840340955242e-18 
 1174       1.554959862283e-10       1.905323575829e-12      -1.363658639619e-12       1.356918123781e-14       3.819388786988e-15       1.261844974208e-16      -8.298495056217e-18 
 1175       1.550294903993e-10       1.917277296496e-12      -1.269979228272e-12       1.356458621015e-14       3.807652569074e-15       1.294040263888e-16      -9.751279504319e-18 
 1176       1.545558356947e-10       1.929742320611e-12      -1.177929224682e-12       1.355983763362e-14       3.795962187004e-15       1.327005586593e-16      -1.119894827212e-17 
 1177       1.540751684203e-10       1.942712219696e-12      -1.087554726633e-12       1.355493575024e-14       3.784317357360e-15       1.360719410274e-16      -1.264175728566e-17 
 1178       1.535876406204e-10       1.956180052952e-12      -9.988978984355e-13       1.354988098954e-14       3.772717815808e-15       1.395155400230e-16      -1.407985710385e-17 
 1179       1.530934239292e-10       1.970136993183e-12      -9.119843180009e-13       1.354467452022e-14       3.761163386807e-15       1.430268441466e-16      -1.551296949036e-17 
 1180       1.525926958960e-10       1.984573683563e-12      -8.268354738262e-13       1.353931770537e-14       3.749653914739e-15       1.466008442192e-16      -1.694070683751e-17 
 1181       1.520856354092e-10       1.999480691847e-12      -7.434729497219e-13       1.353381192013e-14       3.738189240853e-15       1.502324955426e-16      -1.836267912229e-17 
 1182       1.515724226985e-10       2.014848510191e-12      -6.619184249777e-13       1.352815855168e-14       3.726769203248e-15       1.539167178230e-16      -1.977849390141e-17 
 1183       1.510532393381e-10       2.030667554997e-12      -5.821936745265e-13       1.352235899929e-14       3.715393636872e-15       1.576483950949e-16      -2.118775630638e-17 
 1184       1.505282682499e-10       2.046928166735e-12      -5.043205691086e-13       1.351641467432e-14       3.704062373510e-15       1.614223756451e-16      -2.259006903855e-17 
 1185       1.499976937057e-10       2.063620609779e-12      -4.283210754364e-13       1.351032700030e-14       3.692775241773e-15       1.652334719360e-16      -2.398503236424e-17 
 1186       1.494617013309e-10       2.080735072240e-12      -3.542172563585e-13       1.350409741288e-14       3.681532067095e-15       1.690764605297e-16      -2.537224410973e-17 
 1187       1.489204781068e-10       2.098261665798e-12      -2.820312710241e-13       1.349772735992e-14       3.670332671721e-15       1.729460820117e-16      -2.675129965637e-17 
 1188       1.483742123739e-10       2.116190425532e-12      -2.117853750475e-13       1.349121830151e-14       3.659176874700e-15       1.768370409147e-16      -2.812179193564e-17 
 1189       1.478230938346e-10       2.134511309752e-12      -1.435019206722e-13       1.348457170996e-14       3.648064491875e-15       1.807440056423e-16      -2.948331142421e-17 
 1190       1.472673135563e-10       2.153214199835e-12      -7.720335693536e-14       1.347778906986e-14       3.636995335875e-15       1.846616083930e-16      -3.083544613901e-17 
 1191       1.467070639740e-10       2.172288900053e-12      -1.291222983239e-14       1.347087187808e-14       3.625969216109e-15       1.885844450837e-16      -3.217778163231e-17 
 1192       1.461425388937e-10       2.191725137406e-12       4.934881751905e-14       1.346382164384e-14       3.614985938752e-15       1.925070752736e-16      -3.350990098674e-17 
 1193       1.455739334948e-10       2.211512561456e-12       1.095570447145e-13       1.345663988869e-14       3.604045306744e-15       1.964240220878e-16      -3.483138481042e-17 
 1194       1.450014443333e-10       2.231640744156e-12       1.676896138985e-13       1.344932814657e-14       3.593147119773e-15       2.003297721417e-16      -3.614181123198e-17 
 1195       1.444252693446e-10       2.252099179686e-12       2.237235895999e-13       1.344188796380e-14       3.582291174275e-15       2.042187754639e-16      -3.744075589564e-17 
 1196       1.438456078467e-10       2.272877284281e-12       2.776359385680e-13       1.343432089916e-14       3.571477263419e-15       2.080854454205e-16      -3.872779195628e-17 
 1197       1.432626605427e-10       2.293964396065e-12       3.294035296076e-13       1.342662852387e-14       3.560705177103e-15       2.119241586390e-16      -4.000249007452e-17 
 1198       1.426766295239e-10       2.315349774885e-12       3.790031334154e-13       1.341881242164e-14       3.549974701940e-15       2.157292549315e-16      -4.126441841173e-17 
 1199       1.420877182726e-10       2.337022602140e-12       4.264114224149e-13       1.341087418869e-14       3.539285621257e-15       2.194950372192e-16      -4.251314262518e-17 
 1200       1.414961316655e-10       2.358971980612e-12       4.716049705925e-13       1.340281543376e-14       3.528637715081e-15       2.232157714555e-16      -4.374822586304e-17 
 1201       1.409020759758e-10       2.381186934305e-12       5.145602533329e-13       1.339463777820e-14       3.518030760130e-15       2.268856865504e-16      -4.496922875947e-17 
 1202       1.403057545223e-10       2.403656440988e-12       5.552577535351e-13       1.338634294274e-14       3.507464542520e-15       2.305005035770e-16      -4.617577619284e-17 
 1203       1.397073545505e-10       2.426369530632e-12       5.936943349478e-13       1.337793300932e-14       3.496938896046e-15       2.340620439022e-16      -4.736775845894e-17 
 1204       1.391070601972e-10       2.449315187840e-12       6.298710189716e-13       1.336941016254e-14       3.486453664345e-15       2.375736769414e-16      -4.854513253430e-17 
 1205       1.385050568338e-10       2.472482319070e-12       6.637888922029e-13       1.336077660313e-14       3.476008688226e-15       2.410387960086e-16      -4.970785553553e-17 
 1206       1.379015310681e-10       2.495859752474e-12       6.954491066108e-13       1.335203454804e-14       3.465603805654e-15       2.444608183671e-16      -5.085588471997e-17 
 1207       1.372966707475e-10       2.519436237726e-12       7.248528797130e-13       1.334318623040e-14       3.455238851750e-15       2.478431852803e-16      -5.198917748623e-17 
 1208       1.366906649609e-10       2.543200445863e-12       7.520014947524e-13       1.333423389963e-14       3.444913658780e-15       2.511893620621e-16      -5.310769137487e-17 
 1209       1.360837040419e-10       2.567140969116e-12       7.768963008738e-13       1.332517982140e-14       3.434628056149e-15       2.545028381280e-16      -5.421138406895e-17 
 1210       1.354759795710e-10       2.591246320748e-12       7.995387132999e-13       1.331602627773e-14       3.424381870394e-15       2.577871270453e-16      -5.530021339466e-17 
 1211       1.348676843780e-10       2.615504934884e-12       8.199302135077e-13       1.330677556699e-14       3.414174925172e-15       2.610457665845e-16      -5.637413732193e-17 
 1212       1.342590125451e-10       2.639905166351e-12       8.380723494053e-13       1.329743000391e-14       3.404007041259e-15       2.642823187691e-16      -5.743311396502e-17 
 1213       1.336501594088e-10       2.664435290511e-12       8.539667355081e-13       1.328799191968e-14       3.393878036540e-15       2.675003699268e-16      -5.847710158315e-17 
 1214       1.330413215630e-10       2.689083503093e-12       8.676150531152e-13       1.327846366194e-14       3.383787725999e-15       2.707035307405e-16      -5.950605858109e-17 
 1215       1.324326968611e-10       2.713837920032e-12       8.790190504857e-13       1.326884759479e-14       3.373735921717e-15       2.738954362982e-16      -6.051994350978e-17 
 1216       1.318244844189e-10       2.738686577301e-12       8.881805430154e-13       1.325914609888e-14       3.363722432858e-15       2.770797461442e-16      -6.151871506691e-17 
 1217       1.312168846171e-10       2.763617430748e-12       8.951014134129e-13       1.324936157143e-14       3.353747065667e-15       2.802601443298e-16      -6.250233209756e-17 
 1218       1.306100991036e-10       2.788618355928e-12       8.997836118765e-13       1.323949642623e-14       3.343809623460e-15       2.834403394638e-16      -6.347075359479e-17 
 1219       1.300043307962e-10       2.813677147940e-12       9.022291562699e-13       1.322955309371e-14       3.333909906618e-15       2.866240647633e-16      -6.442393870024e-17 
 1220       1.293997838854e-10       2.838781521263e-12       9.024401322992e-13       1.321953402094e-14       3.324047712577e-15       2.898150781044e-16      -6.536184670477e-17 
 1221       1.287966638366e-10       2.863919109585e-12       9.004186936891e-13       1.320944167172e-14       3.314222835825e-15       2.930171620727e-16      -6.628443704901e-17 
 1222       1.281951773927e-10       2.889077465646e-12       8.961670623593e-13       1.319927852656e-14       3.304435067888e-15       2.962341240142e-16      -6.719166932401e-17 
 1223       1.275955325769e-10       2.914244061066e-12       8.896875286009e-13       1.318904708272e-14       3.294684197329e-15       2.994697960860e-16      -6.808350327186e-17 
 1224       1.269979386949e-10       2.939406286182e-12       8.809824512532e-13       1.317874985428e-14       3.284970009739e-15       3.027280353068e-16      -6.895989878624e-17 
 1225       1.264026063378e-10       2.964551449886e-12       8.700542578792e-13       1.316838937214e-14       3.275292287725e-15       3.060127236077e-16      -6.982081591307e-17 
 1226       1.258097361365e-10       2.989667259602e-12       8.569085441034e-13       1.315796816176e-14       3.265650827235e-15       3.093271443803e-16      -7.066626116072e-17 
 1227       1.252194848738e-10       3.014743267833e-12       8.415634117144e-13       1.314748867599e-14       3.256045486732e-15       3.126721038819e-16      -7.149642703372e-17 
 1228       1.246319989733e-10       3.039769442536e-12       8.240402422520e-13       1.313695336149e-14       3.246476138586e-15       3.160477875321e-16      -7.231155416392e-17 
 1229       1.240474257127e-10       3.064735688411e-12       8.043606083692e-13       1.312636468102e-14       3.236942652801e-15       3.194543813850e-16      -7.311188515610e-17 
 1230       1.234659132249e-10       3.089631846774e-12       7.825462742564e-13       1.311572511347e-14       3.227444897005e-15       3.228920721299e-16      -7.389766459229e-17 
 1231       1.228876105000e-10       3.114447695433e-12       7.586191960648e-13       1.310503715388e-14       3.217982736442e-15       3.263610470922e-16      -7.466913903602e-17 
 1232       1.223126673868e-10       3.139172948556e-12       7.326015223297e-13       1.309430331347e-14       3.208556033973e-15       3.298614942347e-16      -7.542655703667e-17 
 1233       1.217412345948e-10       3.163797256550e-12       7.045155943947e-13       1.308352611969e-14       3.199164650060e-15       3.333936021581e-16      -7.617016913374e-17 
 1234       1.211734636952e-10       3.188310205930e-12       6.743839468350e-13       1.307270811625e-14       3.189808442769e-15       3.369575601024e-16      -7.690022786118e-17 
 1235       1.206095071234e-10       3.212701319193e-12       6.422293078812e-13       1.306185186313e-14       3.180487267759e-15       3.405535579475e-16      -7.761698775166e-17 
 1236       1.200495181797e-10       3.236960054691e-12       6.080745998426e-13       1.305095993664e-14       3.171200978277e-15       3.441817862143e-16      -7.832070534090e-17 
 1237       1.194936510319e-10       3.261075806505e-12       5.719429395314e-13       1.304003492943e-14       3.161949425151e-15       3.478424360655e-16      -7.901163917194e-17 
 1238       1.189420607162e-10       3.285037904319e-12       5.338576386858e-13       1.302907945054e-14       3.152732456786e-15       3.515356993069e-16      -7.969004979946e-17 
 1239       1.183949031392e-10       3.308835613289e-12       4.938422043941e-13       1.301809612543e-14       3.143549919155e-15       3.552617683880e-16      -8.035619979410e-17 
 1240       1.178523350798e-10       3.332458133920e-12       4.519203395178e-13       1.300708759598e-14       3.134401655796e-15       3.590208364030e-16      -8.101035374671e-17 
 1241       1.173145141902e-10       3.355894601939e-12       4.081159431159e-13       1.299605652058e-14       3.125287507804e-15       3.628130970921e-16      -8.165277827271e-17 
 1242       1.167815989982e-10       3.379134088165e-12       3.624531108679e-13       1.298500557412e-14       3.116207313825e-15       3.666387448419e-16      -8.228374201633e-17 
 1243       1.162537489084e-10       3.402165598386e-12       3.149561354978e-13       1.297393744802e-14       3.107160910048e-15       3.704979746869e-16      -8.290351565497e-17 
 1244       1.157311242042e-10       3.424978073229e-12       2.656495071978e-13       1.296285485030e-14       3.098148130205e-15       3.743909823098e-16      -8.351237190345e-17 
 1245       1.152138860490e-10       3.447560388035e-12       2.145579140516e-13       1.295176050557e-14       3.089168805557e-15       3.783179640432e-16      -8.411058551835e-17 
 1246       1.147021964886e-10       3.469901352731e-12       1.617062424584e-13       1.294065715509e-14       3.080222764894e-15       3.822791168701e-16      -8.469843330231e-17 
 1247       1.141962184519e-10       3.491989711704e-12       1.071195775563e-13       1.292954755678e-14       3.071309834526e-15       3.862746384249e-16      -8.527619410827e-17 
 1248       1.136961157536e-10       3.513814143673e-12       5.082320364600e-14       1.291843448528e-14       3.062429838277e-15       3.903047269942e-16      -8.584414884386e-17 
 1249       1.132020530948e-10       3.535363261564e-12      -7.157395385483e-15       1.290732073196e-14       3.053582597480e-15       3.943695815183e-16      -8.640258047565e-17 
 1250       1.127141812815e-10       3.556626400165e-12      -6.679504874811e-14       1.289620898688e-14       3.044767942149e-15       3.984686338576e-16      -8.695170036876e-17 
 1251       1.122325926848e-10       3.577595989444e-12      -1.280564186134e-13       1.288510148308e-14       3.035985744662e-15       4.025982357654e-16      -8.749142635430e-17 
 1252       1.117573652628e-10       3.598265208736e-12      -1.909064270124e-13       1.287400034818e-14       3.027235886458e-15       4.067539448663e-16      -8.802160207499e-17 
 1253       1.112885772979e-10       3.618627201410e-12      -2.553097374392e-13       1.286290772214e-14       3.018518246892e-15       4.109312898788e-16      -8.854207041306e-17 
 1254       1.108263073973e-10       3.638675074803e-12      -3.212307543126e-13       1.285182575724e-14       3.009832703229e-15       4.151257705570e-16      -8.905267348892e-17 
 1255       1.103706344933e-10       3.658401900151e-12      -3.886336224388e-13       1.284075661814e-14       3.001179130637e-15       4.193328576327e-16      -8.955325265979e-17 
 1256       1.099216378441e-10       3.677800712526e-12      -4.574822264735e-13       1.282970248189e-14       2.992557402180e-15       4.235479927577e-16      -9.004364851834e-17 
 1257       1.094793970343e-10       3.696864510768e-12      -5.277401903843e-13       1.281866553794e-14       2.983967388820e-15       4.277665884454e-16      -9.052370089135e-17 
 1258       1.090439919752e-10       3.715586257417e-12      -5.993708769126e-13       1.280764798819e-14       2.975408959404e-15       4.319840280131e-16      -9.099324883835e-17 
 1259       1.086155029056e-10       3.733958878651e-12      -6.723373870365e-13       1.279665204699e-14       2.966881980661e-15       4.361956655241e-16      -9.145213065029e-17 
 1260       1.081940103920e-10       3.751975264214e-12      -7.466025594322e-13       1.278567994118e-14       2.958386317199e-15       4.403968257297e-16      -9.190018384814e-17 
 1261       1.077795953295e-10       3.769628267353e-12      -8.221289699370e-13       1.277473391009e-14       2.949921831500e-15       4.445828040109e-16      -9.233724518161e-17 
 1262       1.073723389421e-10       3.786910704752e-12      -8.988789310113e-13       1.276381620559e-14       2.941488383908e-15       4.487488663209e-16      -9.276315062773e-17 
 1263       1.069723227830e-10       3.803815356463e-12      -9.768144912008e-13       1.275292909210e-14       2.933085832632e-15       4.528902491269e-16      -9.317773538953e-17 
 1264       1.065796287356e-10       3.820334965842e-12      -1.055897434599e-12       1.274207484662e-14       2.924714033738e-15       4.570021593522e-16      -9.358083389468e-17 
 1265       1.061943390137e-10       3.836462239479e-12      -1.136089280308e-12       1.273125575872e-14       2.916372841142e-15       4.610797743181e-16      -9.397227979415e-17 
