# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  665       2.439406451597e-10       4.873514114688e-12      -5.352785400261e-12       1.106557086073e-14       2.881696897362e-14       5.238563818511e-15      -6.576349790746e-16 
  666       2.437321324587e-10       4.891159932167e-12      -5.578256625525e-12       1.107280753445e-14       2.866586368187e-14       5.257088717023e-15      -6.581772843779e-16 
  667       2.435491725095e-10       4.908069345729e-12      -5.804396873489e-12       1.108009606066e-14       2.851577088680e-14       5.275237943665e-15      -6.586429938985e-16 
  668       2.433917947777e-10       4.924236437985e-12      -6.031110629503e-12       1.108743969508e-14       2.836668334455e-14       5.293025138740e-15      -6.590329955933e-16 
  669       2.432600268013e-10       4.939655282927e-12      -6.258301250663e-12       1.109484172384e-14       2.821859357629e-14       5.310464139070e-15      -6.593481940175e-16 
  670       2.431538941805e-10       4.954319945969e-12      -6.485870961654e-12       1.110230546359e-14       2.807149386709e-14       5.327568978774e-15      -6.595895103942e-16 
  671       2.430734205679e-10       4.968224483994e-12      -6.713720850596e-12       1.110983426156e-14       2.792537626487e-14       5.344353890038e-15      -6.597578826833e-16 
  672       2.430186276574e-10       4.981362945405e-12      -6.941750864891e-12       1.111743149572e-14       2.778023257921e-14       5.360833303896e-15      -6.598542656507e-16 
  673       2.429895351746e-10       4.993729370161e-12      -7.169859807067e-12       1.112510057484e-14       2.763605438030e-14       5.377021851005e-15      -6.598796309375e-16 
  674       2.429861608665e-10       5.005317789833e-12      -7.397945330625e-12       1.113284493856e-14       2.749283299781e-14       5.392934362420e-15      -6.598349671291e-16 
  675       2.430085204911e-10       5.016122227643e-12      -7.625903935880e-12       1.114066805757e-14       2.735055951975e-14       5.408585870372e-15      -6.597212798246e-16 
  676       2.430566278073e-10       5.026136698515e-12      -7.853630965814e-12       1.114857343360e-14       2.720922479143e-14       5.423991609045e-15      -6.595395917056e-16 
  677       2.431304945645e-10       5.035355209116e-12      -8.081020601916e-12       1.115656459962e-14       2.706881941426e-14       5.439167015349e-15      -6.592909426056e-16 
  678       2.432301038904e-10       5.043772671978e-12      -8.307969167592e-12       1.116464488460e-14       2.692933447850e-14       5.454125120919e-15      -6.589762321098e-16 
  679       2.433553298474e-10       5.051387669331e-12      -8.534385124767e-12       1.117281670218e-14       2.679076378070e-14       5.468868664990e-15      -6.585957434995e-16 
  680       2.435060161260e-10       5.058199748789e-12      -8.760179284013e-12       1.118108224694e-14       2.665310165171e-14       5.483397813468e-15      -6.581496097079e-16 
  681       2.436820024736e-10       5.064208514943e-12      -8.985261513165e-12       1.118944372829e-14       2.651634222632e-14       5.497712752446e-15      -6.576379698915e-16 
  682       2.438831246769e-10       5.069413629641e-12      -9.209540734024e-12       1.119790337052e-14       2.638047944229e-14       5.511813688302e-15      -6.570609694572e-16 
  683       2.441092145449e-10       5.073814812278e-12      -9.432924919069e-12       1.120646341283e-14       2.624550703949e-14       5.525700847795e-15      -6.564187600912e-16 
  684       2.443600998918e-10       5.077411840075e-12      -9.655321088163e-12       1.121512610938e-14       2.611141855892e-14       5.539374478162e-15      -6.557114997869e-16 
  685       2.446356045197e-10       5.080204548366e-12      -9.876635305261e-12       1.122389372931e-14       2.597820734186e-14       5.552834847211e-15      -6.549393528727e-16 
  686       2.449355482016e-10       5.082192830884e-12      -1.009677267511e-11       1.123276855679e-14       2.584586652888e-14       5.566082243422e-15      -6.541024900406e-16 
  687       2.452597466640e-10       5.083376640039e-12      -1.031563733998e-11       1.124175289105e-14       2.571438905897e-14       5.579116976040e-15      -6.532010883742e-16 
  688       2.456080115700e-10       5.083755987208e-12      -1.053313247635e-11       1.125084904641e-14       2.558376766860e-14       5.591939375170e-15      -6.522353313763e-16 
  689       2.459801505020e-10       5.083330943018e-12      -1.074916029160e-11       1.126005935235e-14       2.545399489082e-14       5.604549791877e-15      -6.512054089980e-16 
  690       2.463759669442e-10       5.082101637629e-12      -1.096362202076e-11       1.126938615348e-14       2.532506305429e-14       5.616948598281e-15      -6.501115176659e-16 
  691       2.467952602662e-10       5.080068261017e-12      -1.117641792320e-11       1.127883180965e-14       2.519696428243e-14       5.629136187651e-15      -6.489538603107e-16 
  692       2.472378257052e-10       5.077231063261e-12      -1.138744727933e-11       1.128839869593e-14       2.506969049247e-14       5.641112974504e-15      -6.477326463953e-16 
  693       2.477034543491e-10       5.073590354825e-12      -1.159660838731e-11       1.129808920269e-14       2.494323339449e-14       5.652879394699e-15      -6.464480919426e-16 
  694       2.481919331190e-10       5.069146506846e-12      -1.180379855976e-11       1.130790573560e-14       2.481758449058e-14       5.664435905535e-15      -6.451004195642e-16 
  695       2.487030284643e-10       5.063900712142e-12      -1.200891901296e-11       1.131785046533e-14       2.469273583513e-14       5.675784594322e-15      -6.436898452484e-16 
  696       2.492364371052e-10       5.057857285206e-12      -1.221188965372e-11       1.132792457082e-14       2.456868233536e-14       5.686934040938e-15      -6.422165383656e-16 
  697       2.497918342226e-10       5.051021411029e-12      -1.241263459619e-11       1.133812898019e-14       2.444541949723e-14       5.697894557473e-15      -6.406806608801e-16 
  698       2.503688896316e-10       5.043398389215e-12      -1.261107729541e-11       1.134846461963e-14       2.432294266785e-14       5.708676589492e-15      -6.390823805376e-16 
  699       2.509672677602e-10       5.034993634449e-12      -1.280714054526e-11       1.135893241342e-14       2.420124703474e-14       5.719290716525e-15      -6.374218708908e-16 
  700       2.515866276283e-10       5.025812676975e-12      -1.300074647632e-11       1.136953328386e-14       2.408032762508e-14       5.729747652564e-15      -6.356993113239e-16 
  701       2.522266228261e-10       5.015861163064e-12      -1.319181655384e-11       1.138026815124e-14       2.396017930499e-14       5.740058246561e-15      -6.339148870774e-16 
  702       2.528869014934e-10       5.005144855491e-12      -1.338027157564e-11       1.139113793385e-14       2.384079677882e-14       5.750233482918e-15      -6.320687892729e-16 
  703       2.535671062981e-10       4.993669634005e-12      -1.356603167003e-11       1.140214354795e-14       2.372217458839e-14       5.760284481986e-15      -6.301612149384e-16 
  704       2.542668744150e-10       4.981441495805e-12      -1.374901629375e-11       1.141328590769e-14       2.360430711226e-14       5.770222500561e-15      -6.281923670325e-16 
  705       2.549858375045e-10       4.968466556009e-12      -1.392914422986e-11       1.142456592515e-14       2.348718856502e-14       5.780058932374e-15      -6.261624544695e-16 
  706       2.557236216917e-10       4.954751048130e-12      -1.410633358570e-11       1.143598451029e-14       2.337081299656e-14       5.789805308593e-15      -6.240716921443e-16 
  707       2.564798475449e-10       4.940301324548e-12      -1.428050179079e-11       1.144754257092e-14       2.325517429131e-14       5.799473298313e-15      -6.219203009573e-16 
  708       2.572541300546e-10       4.925123856982e-12      -1.445156559472e-11       1.145924101267e-14       2.314026616755e-14       5.809074709054e-15      -6.197085078390e-16 
  709       2.580460786120e-10       4.909225236963e-12      -1.461944106515e-11       1.147108073897e-14       2.302608217663e-14       5.818621487257e-15      -6.174365457751e-16 
  710       2.588552969882e-10       4.892612176311e-12      -1.478404358566e-11       1.148306265103e-14       2.291261570230e-14       5.828125718774e-15      -6.151046538310e-16 
  711       2.596813833127e-10       4.875291507600e-12      -1.494528785370e-11       1.149518764781e-14       2.279985995993e-14       5.837599629371e-15      -6.127130771769e-16 
  712       2.605239300522e-10       4.857270184639e-12      -1.510308787850e-11       1.150745662601e-14       2.268780799579e-14       5.847055585217e-15      -6.102620671127e-16 
  713       2.613825200136e-10       4.838555782418e-12      -1.525736291212e-11       1.151987024729e-14       2.257645326178e-14       5.856497447042e-15      -6.077518359310e-16 
  714       2.622567143059e-10       4.819158007232e-12      -1.540805537982e-11       1.153242823496e-14       2.246579135397e-14       5.865894437584e-15      -6.051824204439e-16 
  715       2.631460640899e-10       4.799087218385e-12      -1.555511331230e-11       1.154513006286e-14       2.235581830814e-14       5.875206740641e-15      -6.025538157143e-16 
  716       2.640501145099e-10       4.778353932089e-12      -1.569848444510e-11       1.155797518674e-14       2.224653002700e-14       5.884394097459e-15      -5.998660199788e-16 
  717       2.649684046718e-10       4.756968822064e-12      -1.583811621794e-11       1.157096304412e-14       2.213792227957e-14       5.893415805197e-15      -5.971190346617e-16 
  718       2.659004676202e-10       4.734942720123e-12      -1.597395577404e-11       1.158409305424e-14       2.202999070059e-14       5.902230715376e-15      -5.943128643897e-16 
  719       2.668458303170e-10       4.712286616766e-12      -1.610594995942e-11       1.159736461800e-14       2.192273078996e-14       5.910797232340e-15      -5.914475170053e-16 
  720       2.678040136191e-10       4.689011661766e-12      -1.623404532226e-11       1.161077711784e-14       2.181613791208e-14       5.919073311713e-15      -5.885230035819e-16 
  721       2.687745322557e-10       4.665129164766e-12      -1.635818811216e-11       1.162432991766e-14       2.171020729531e-14       5.927016458857e-15      -5.855393384372e-16 
  722       2.697568948070e-10       4.640650595863e-12      -1.647832427954e-11       1.163802236278e-14       2.160493403135e-14       5.934583727325e-15      -5.824965391480e-16 
  723       2.707506036814e-10       4.615587586203e-12      -1.659439947486e-11       1.165185377982e-14       2.150031307466e-14       5.941731717325e-15      -5.793946265638e-16 
  724       2.717551550938e-10       4.589951928572e-12      -1.670635904804e-11       1.166582347665e-14       2.139633924185e-14       5.948416574170e-15      -5.762336248216e-16 
  725       2.727700390430e-10       4.563755577984e-12      -1.681414804772e-11       1.167993074228e-14       2.129300721108e-14       5.954593986740e-15      -5.730135613597e-16 
  726       2.737947392899e-10       4.537010652271e-12      -1.691771122057e-11       1.169417484678e-14       2.119031152149e-14       5.960219185937e-15      -5.697344669320e-16 
  727       2.748287333354e-10       4.509729432679e-12      -1.701699301067e-11       1.170855504124e-14       2.108824657260e-14       5.965246943143e-15      -5.663963756220e-16 
  728       2.758714923979e-10       4.481924364452e-12      -1.711193755877e-11       1.172307055765e-14       2.098680662367e-14       5.969631568677e-15      -5.629993248575e-16 
  729       2.769224813914e-10       4.453608057427e-12      -1.720248870165e-11       1.173772060882e-14       2.088598579320e-14       5.973326910252e-15      -5.595433554243e-16 
  730       2.779811589035e-10       4.424793286623e-12      -1.728858997141e-11       1.175250438833e-14       2.078577805822e-14       5.976286351431e-15      -5.560285114805e-16 
  731       2.790469862491e-10       4.395493121089e-12      -1.737019050526e-11       1.176742090136e-14       2.068617777847e-14       5.978474262244e-15      -5.524552069431e-16 
  732       2.801194548756e-10       4.365721312073e-12      -1.744726290556e-11       1.178246845375e-14       2.058718128125e-14       5.979900604782e-15      -5.488253326378e-16 
  733       2.811980594607e-10       4.335491913763e-12      -1.751978573477e-11       1.179764515262e-14       2.048878530701e-14       5.980587014991e-15      -5.451411712669e-16 
  734       2.822822888661e-10       4.304819156360e-12      -1.758773763794e-11       1.181294907434e-14       2.039098648700e-14       5.980555414085e-15      -5.414050331343e-16 
  735       2.833716261166e-10       4.273717446686e-12      -1.765109734330e-11       1.182837826446e-14       2.029378134282e-14       5.979828009565e-15      -5.376192562415e-16 
  736       2.844655483807e-10       4.242201368812e-12      -1.770984366297e-11       1.184393073754e-14       2.019716628594e-14       5.978427296246e-15      -5.337862063841e-16 
  737       2.855635269502e-10       4.210285684673e-12      -1.776395549356e-11       1.185960447709e-14       2.010113761724e-14       5.976376057284e-15      -5.299082772485e-16 
  738       2.866650272202e-10       4.177985334688e-12      -1.781341181683e-11       1.187539743540e-14       2.000569152650e-14       5.973697365200e-15      -5.259878905075e-16 
  739       2.877695086687e-10       4.145315438381e-12      -1.785819170035e-11       1.189130753344e-14       1.991082409194e-14       5.970414582908e-15      -5.220274959174e-16 
  740       2.888764248368e-10       4.112291294999e-12      -1.789827429812e-11       1.190733266076e-14       1.981653127974e-14       5.966551364734e-15      -5.180295714140e-16 
  741       2.899852233086e-10       4.078928384132e-12      -1.793363885124e-11       1.192347067533e-14       1.972280894358e-14       5.962131657450e-15      -5.139966232088e-16 
  742       2.910953456909e-10       4.045242366331e-12      -1.796426468851e-11       1.193971940347e-14       1.962965282413e-14       5.957179701291e-15      -5.099311858858e-16 
  743       2.922062275930e-10       4.011249083729e-12      -1.799013122715e-11       1.195607663970e-14       1.953705854861e-14       5.951720030988e-15      -5.058358224975e-16 
  744       2.933172986070e-10       3.976964560662e-12      -1.801121797338e-11       1.197254014662e-14       1.944502163026e-14       5.945777476789e-15      -5.017131246614e-16 
  745       2.944279822873e-10       3.942405004284e-12      -1.802750452308e-11       1.198910765481e-14       1.935353746793e-14       5.939377165483e-15      -4.975657126561e-16 
  746       2.955376961308e-10       3.907586805190e-12      -1.803897056247e-11       1.200577686271e-14       1.926260134555e-14       5.932544521430e-15      -4.933962355183e-16 
  747       2.966458515565e-10       3.872526538033e-12      -1.804559586872e-11       1.202254543647e-14       1.917220843168e-14       5.925305267585e-15      -4.892073711383e-16 
  748       2.977518538854e-10       3.837240962145e-12      -1.804736031058e-11       1.203941100989e-14       1.908235377902e-14       5.917685426519e-15      -4.850018263570e-16 
  749       2.988551235187e-10       3.801746747718e-12      -1.804424920142e-11       1.205637109848e-14       1.899303269778e-14       5.909711785509e-15      -4.807818855294e-16 
  750       2.999551599635e-10       3.766059647242e-12      -1.803626947112e-11       1.207342284033e-14       1.890424188475e-14       5.901413299642e-15      -4.765480463779e-16 
  751       3.010514790138e-10       3.730195309155e-12      -1.802343381038e-11       1.209056324995e-14       1.881597831526e-14       5.892819718066e-15      -4.723003577630e-16 
  752       3.021435916503e-10       3.694169551382e-12      -1.800575534869e-11       1.210778930350e-14       1.872823887095e-14       5.883961123526e-15      -4.680388688094e-16 
  753       3.032310040245e-10       3.657998361896e-12      -1.798324765613e-11       1.212509793863e-14       1.864102033936e-14       5.874867933493e-15      -4.637636289057e-16 
  754       3.043132174432e-10       3.621697899279e-12      -1.795592474514e-11       1.214248605431e-14       1.855431941356e-14       5.865570901284e-15      -4.594746877044e-16 
  755       3.053897283529e-10       3.585284493279e-12      -1.792380107232e-11       1.215995051075e-14       1.846813269173e-14       5.856101117192e-15      -4.551720951219e-16 
  756       3.064600283245e-10       3.548774645376e-12      -1.788689154023e-11       1.217748812920e-14       1.838245667675e-14       5.846490009605e-15      -4.508559013382e-16 
  757       3.075236040373e-10       3.512185029341e-12      -1.784521149916e-11       1.219509569188e-14       1.829728777582e-14       5.836769346134e-15      -4.465261567967e-16 
  758       3.085799372635e-10       3.475532491794e-12      -1.779877674891e-11       1.221276994178e-14       1.821262230010e-14       5.826971234736e-15      -4.421829122045e-16 
  759       3.096285048529e-10       3.438834052768e-12      -1.774760354062e-11       1.223050758258e-14       1.812845646422e-14       5.817128124840e-15      -4.378262185321e-16 
  760       3.106687787171e-10       3.402106906269e-12      -1.769170857852e-11       1.224830527846e-14       1.804478638598e-14       5.807272808469e-15      -4.334561270131e-16 
  761       3.117002258139e-10       3.365368420838e-12      -1.763110902173e-11       1.226615965402e-14       1.796160808589e-14       5.797438421368e-15      -4.290726891443e-16 
  762       3.127223081318e-10       3.328636140107e-12      -1.756582248606e-11       1.228406729408e-14       1.787891748680e-14       5.787658444127e-15      -4.246759566858e-16 
  763       3.137344826744e-10       3.291927783366e-12      -1.749586704576e-11       1.230202474360e-14       1.779671041349e-14       5.777966703302e-15      -4.202659816604e-16 
  764       3.147362014448e-10       3.255261246119e-12      -1.742126123539e-11       1.232002850751e-14       1.771498259228e-14       5.768397372546e-15      -4.158428163539e-16 
  765       3.157269114301e-10       3.218654600648e-12      -1.734202405150e-11       1.233807505057e-14       1.763372965062e-14       5.758984973731e-15      -4.114065133147e-16 
  766       3.167060545856e-10       3.182126096573e-12      -1.725817495452e-11       1.235616079727e-14       1.755294711674e-14       5.749764378068e-15      -4.069571253542e-16 
  767       3.176730678194e-10       3.145694161409e-12      -1.716973387048e-11       1.237428213164e-14       1.747263041918e-14       5.740770807239e-15      -4.024947055460e-16 
  768       3.186274132047e-10       3.109376743246e-12      -1.707672515355e-11       1.239243541282e-14       1.739277531210e-14       5.732025933495e-15      -3.980191023770e-16 
  769       3.195686692771e-10       3.073189323927e-12      -1.697918955253e-11       1.241061702205e-14       1.731337916079e-14       5.723495888111e-15      -3.935293409319e-16 
  770       3.204964414406e-10       3.037146869238e-12      -1.687717247520e-11       1.242882331631e-14       1.723443967977e-14       5.715132457500e-15      -3.890242299531e-16 
  771       3.214103318875e-10       3.001264483799e-12      -1.677072005081e-11       1.244705061256e-14       1.715595450904e-14       5.706886910270e-15      -3.845025655840e-16 
  772       3.223099395890e-10       2.965557411495e-12      -1.665987913263e-11       1.246529518763e-14       1.707792121379e-14       5.698709995526e-15      -3.799631313272e-16 
  773       3.231948602855e-10       2.930041035900e-12      -1.654469730059e-11       1.248355327809e-14       1.700033728406e-14       5.690551941175e-15      -3.754046980024e-16 
  774       3.240646864774e-10       2.894730880707e-12      -1.642522286384e-11       1.250182108011e-14       1.692320013444e-14       5.682362452216e-15      -3.708260237052e-16 
  775       3.249190074159e-10       2.859642610152e-12      -1.630150486336e-11       1.252009474933e-14       1.684650710375e-14       5.674090709049e-15      -3.662258537648e-16 
  776       3.257574090929e-10       2.824792029444e-12      -1.617359307454e-11       1.253837040072e-14       1.677025545476e-14       5.665685365772e-15      -3.616029207029e-16 
  777       3.265794742321e-10       2.790195085189e-12      -1.604153800979e-11       1.255664410846e-14       1.669444237384e-14       5.657094548478e-15      -3.569559441914e-16 
  778       3.273847822793e-10       2.755867865821e-12      -1.590539092112e-11       1.257491190580e-14       1.661906497068e-14       5.648265853562e-15      -3.522836310111e-16 
  779       3.281729093933e-10       2.721826602025e-12      -1.576520380274e-11       1.259316978490e-14       1.654412027796e-14       5.639146346012e-15      -3.475846750096e-16 
  780       3.289434284358e-10       2.688087667167e-12      -1.562102939366e-11       1.261141369675e-14       1.646960525103e-14       5.629682557718e-15      -3.428577570601e-16 
  781       3.296959089627e-10       2.654667577721e-12      -1.547292118026e-11       1.262963955099e-14       1.639551676765e-14       5.619820485765e-15      -3.381015450192e-16 
  782       3.304299172143e-10       2.621582993695e-12      -1.532093339892e-11       1.264784321579e-14       1.632185162760e-14       5.609505590739e-15      -3.333146936852e-16 
  783       3.311450161058e-10       2.588850719056e-12      -1.516512103857e-11       1.266602051774e-14       1.624860655246e-14       5.598682795021e-15      -3.284958447567e-16 
  784       3.318407652178e-10       2.556487702162e-12      -1.500553984333e-11       1.268416724167e-14       1.617577818521e-14       5.587296481093e-15      -3.236436267906e-16 
  785       3.325167207874e-10       2.524511036187e-12      -1.484224631505e-11       1.270227913056e-14       1.610336308998e-14       5.575290489833e-15      -3.187566551606e-16 
  786       3.331724356980e-10       2.492937959546e-12      -1.467529771596e-11       1.272035188539e-14       1.603135775173e-14       5.562608118818e-15      -3.138335320151e-16 
  787       3.338074947072e-10       2.461784872271e-12      -1.450475386135e-11       1.273838129165e-14       1.595975883442e-14       5.549207528983e-15      -3.088737096163e-16 
  788       3.344216208632e-10       2.431064364276e-12      -1.433068252895e-11       1.275636360184e-14       1.588856396144e-14       5.535108281255e-15      -3.038800979925e-16 
  789       3.350145710428e-10       2.400788132843e-12      -1.415315415497e-11       1.277429515980e-14       1.581777094907e-14       5.520345659317e-15      -2.988565055476e-16 
  790       3.355861008898e-10       2.370967961918e-12      -1.397224005604e-11       1.279217227462e-14       1.574737754899e-14       5.504955340701e-15      -2.938067801860e-16 
  791       3.361359648135e-10       2.341615722353e-12      -1.378801243211e-11       1.280999122048e-14       1.567738144804e-14       5.488973398063e-15      -2.887348094379e-16 
  792       3.366639159852e-10       2.312743372138e-12      -1.360054436939e-11       1.282774823657e-14       1.560778026794e-14       5.472436300468e-15      -2.836445205846e-16 
  793       3.371697063360e-10       2.284362956638e-12      -1.340990984332e-11       1.284543952699e-14       1.553857156505e-14       5.455380914672e-15      -2.785398807840e-16 
  794       3.376530865542e-10       2.256486608833e-12      -1.321618372150e-11       1.286306126061e-14       1.546975283010e-14       5.437844506402e-15      -2.734248971957e-16 
  795       3.381138060824e-10       2.229126549551e-12      -1.301944176660e-11       1.288060957099e-14       1.540132148792e-14       5.419864741639e-15      -2.683036171065e-16 
  796       3.385516131152e-10       2.202295087707e-12      -1.281976063935e-11       1.289808055625e-14       1.533327489720e-14       5.401479687898e-15      -2.631801280556e-16 
  797       3.389662545962e-10       2.176004620538e-12      -1.261721790143e-11       1.291547027899e-14       1.526561035022e-14       5.382727815511e-15      -2.580585579602e-16 
  798       3.393574762160e-10       2.150267633842e-12      -1.241189201844e-11       1.293277476615e-14       1.519832507257e-14       5.363647998907e-15      -2.529430752406e-16 
  799       3.397250224088e-10       2.125096702212e-12      -1.220386236284e-11       1.294999000889e-14       1.513141622293e-14       5.344279517895e-15      -2.478378889456e-16 
  800       3.400686363504e-10       2.100504489275e-12      -1.199320921687e-11       1.296711196254e-14       1.506488089275e-14       5.324662058946e-15      -2.427472488778e-16 
  801       3.403880599552e-10       2.076503747927e-12      -1.178001377552e-11       1.298413654643e-14       1.499871610607e-14       5.304835716472e-15      -2.376754457192e-16 
  802       3.406830338737e-10       2.053107320571e-12      -1.156435814942e-11       1.300105964382e-14       1.493291881918e-14       5.284840994109e-15      -2.326268111560e-16 
  803       3.409532974902e-10       2.030328139351e-12      -1.134632536786e-11       1.301787710175e-14       1.486748592041e-14       5.264718806001e-15      -2.276057180046e-16 
  804       3.411985889194e-10       2.008179226394e-12      -1.112599938163e-11       1.303458473099e-14       1.480241422984e-14       5.244510478078e-15      -2.226165803365e-16 
  805       3.414186450047e-10       1.986673694042e-12      -1.090346506605e-11       1.305117830588e-14       1.473770049905e-14       5.224257749338e-15      -2.176638536037e-16 
  806       3.416132013149e-10       1.965824745088e-12      -1.067880822386e-11       1.306765356423e-14       1.467334141089e-14       5.204002773130e-15      -2.127520347641e-16 
  807       3.417820269646e-10       1.945644512599e-12      -1.045211492980e-11       1.308400642559e-14       1.460933388755e-14       5.183779926225e-15      -2.078844406294e-16 
  808       3.419250297706e-10       1.926140555880e-12      -1.022346954537e-11       1.310023365047e-14       1.454567602174e-14       5.163591071032e-15      -2.030595184345e-16 
  809       3.420421529917e-10       1.907319301615e-12      -9.992956674038e-12       1.311633219283e-14       1.448236616182e-14       5.143429848607e-15      -1.982744688025e-16 
  810       3.421333406824e-10       1.889187198567e-12      -9.760661819105e-12       1.313229898268e-14       1.441940260483e-14       5.123289830098e-15      -1.935264613783e-16 
  811       3.421985376959e-10       1.871750717603e-12      -9.526671386562e-12       1.314813092610e-14       1.435678359617e-14       5.103164516526e-15      -1.888126347290e-16 
  812       3.422376896886e-10       1.855016351714e-12      -9.291072687900e-12       1.316382490506e-14       1.429450732950e-14       5.083047338557e-15      -1.841300962444e-16 
  813       3.422507431235e-10       1.838990616042e-12      -9.053953942924e-12       1.317937777744e-14       1.423257194646e-14       5.062931656274e-15      -1.794759220373e-16 
  814       3.422376452743e-10       1.823680047900e-12      -8.815404282581e-12       1.319478637693e-14       1.417097553650e-14       5.042810758955e-15      -1.748471568443e-16 
  815       3.421983442289e-10       1.809091206797e-12      -8.575513751771e-12       1.321004751295e-14       1.410971613669e-14       5.022677864843e-15      -1.702408139261e-16 
  816       3.421327888930e-10       1.795230674460e-12      -8.334373312167e-12       1.322515797060e-14       1.404879173146e-14       5.002526120921e-15      -1.656538749681e-16 
  817       3.420409289947e-10       1.782105054858e-12      -8.092074845037e-12       1.324011451057e-14       1.398820025247e-14       4.982348602688e-15      -1.610832899806e-16 
  818       3.419227150874e-10       1.769720974225e-12      -7.848711154060e-12       1.325491386911e-14       1.392793957835e-14       4.962138313929e-15      -1.565259771999e-16 
  819       3.417780985540e-10       1.758085081081e-12      -7.604375968145e-12       1.326955275790e-14       1.386800753451e-14       4.941888186493e-15      -1.519788229880e-16 
  820       3.416070316107e-10       1.747204046260e-12      -7.359163944250e-12       1.328402786405e-14       1.380840189296e-14       4.921591080064e-15      -1.474386817338e-16 
  821       3.414094673107e-10       1.737084562928e-12      -7.113170670202e-12       1.329833584998e-14       1.374912037206e-14       4.901239781938e-15      -1.429023757532e-16 
  822       3.411853595479e-10       1.727733346609e-12      -6.866492667513e-12       1.331247335336e-14       1.369016063637e-14       4.880827006792e-15      -1.383666951896e-16 
  823       3.409346630610e-10       1.719157135207e-12      -6.619227394201e-12       1.332643698706e-14       1.363152029640e-14       4.860345396464e-15      -1.338283979147e-16 
  824       3.406573334369e-10       1.711362689030e-12      -6.371473247608e-12       1.334022333908e-14       1.357319690843e-14       4.839787519721e-15      -1.292842094286e-16 
  825       3.403533271147e-10       1.704356790812e-12      -6.123329567219e-12       1.335382897245e-14       1.351518797429e-14       4.819145872037e-15      -1.247308227605e-16 
  826       3.400226013895e-10       1.698146245739e-12      -5.874896637478e-12       1.336725042521e-14       1.345749094120e-14       4.798412875367e-15      -1.201648983692e-16 
  827       3.396651428001e-10       1.692736741419e-12      -5.626272522629e-12       1.338048448686e-14       1.340010339799e-14       4.777581407187e-15      -1.155840642711e-16 
  828       3.392810528337e-10       1.688129405713e-12      -5.377543504293e-12       1.339352903350e-14       1.334302366822e-14       4.756646398318e-15      -1.109899359755e-16 
  829       3.388704637412e-10       1.684324188210e-12      -5.128793480724e-12       1.340638220729e-14       1.328625022716e-14       4.735603262853e-15      -1.063851496458e-16 
  830       3.384335102990e-10       1.681320994589e-12      -4.880107121763e-12       1.341904214124e-14       1.322978150609e-14       4.714447371312e-15      -1.017723667766e-16 
  831       3.379703298176e-10       1.679119686448e-12      -4.631569871098e-12       1.343150695915e-14       1.317361589209e-14       4.693174050503e-15      -9.715427426943e-17 
  832       3.374810621508e-10       1.677720081122e-12      -4.383267948534e-12       1.344377477564e-14       1.311775172789e-14       4.671778583393e-15      -9.253358450882e-17 
  833       3.369658497040e-10       1.677121951512e-12      -4.135288352248e-12       1.345584369605e-14       1.306218731173e-14       4.650256208975e-15      -8.791303543773e-17 
  834       3.364248374431e-10       1.677325025904e-12      -3.887718861060e-12       1.346771181651e-14       1.300692089715e-14       4.628602122131e-15      -8.329539063354e-17 
  835       3.358581729035e-10       1.678328987794e-12      -3.640648036690e-12       1.347937722386e-14       1.295195069283e-14       4.606811473503e-15      -7.868343938374e-17 
  836       3.352660061985e-10       1.680133475710e-12      -3.394165226029e-12       1.349083799562e-14       1.289727486244e-14       4.584879369357e-15      -7.407999676174e-17 
  837       3.346484900283e-10       1.682738083038e-12      -3.148360563396e-12       1.350209220004e-14       1.284289152444e-14       4.562800871449e-15      -6.948790370263e-17 
  838       3.340057796886e-10       1.686142357844e-12      -2.903324972804e-12       1.351313789601e-14       1.278879875194e-14       4.540570996895e-15      -6.491002707899e-17 
  839       3.333380330796e-10       1.690345802695e-12      -2.659150170224e-12       1.352397313306e-14       1.273499457251e-14       4.518184718036e-15      -6.034925977661e-17 
  840       3.326454107145e-10       1.695347874488e-12      -2.415928665849e-12       1.353459595135e-14       1.268147696802e-14       4.495636962301e-15      -5.580852077031e-17 
  841       3.319280757283e-10       1.701147984266e-12      -2.173753766354e-12       1.354500438164e-14       1.262824387446e-14       4.472922612081e-15      -5.129075519971e-17 
  842       3.311861938868e-10       1.707745497047e-12      -1.932719577166e-12       1.355519644528e-14       1.257529318178e-14       4.450036504589e-15      -4.679893444500e-17 
  843       3.304199335952e-10       1.715139731647e-12      -1.692921004719e-12       1.356517015418e-14       1.252262273373e-14       4.426973431730e-15      -4.233605620271e-17 
  844       3.296294659067e-10       1.723329960500e-12      -1.454453758727e-12       1.357492351079e-14       1.247023032768e-14       4.403728139969e-15      -3.790514456149e-17 
